Week,Channel,Region,Channel Group,Channel Type,Super Region,Year,Quarter,Month,Spend,Impressions,Clicks,Conversions,Leads,Revenue,New Customers
2025-06-23,Organic Search,EMEA,Search,Earned,International,2025,2025-Q2,2025-06,8064.96,147077,5235,258,608,31601.9,153
2025-06-23,Organic Search,APAC,Search,Earned,International,2025,2025-Q2,2025-06,4127.43,102662,4024,170,433,22355.18,83
2025-06-23,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q2,2025-06,9947.53,228955,5069,185,495,21492.56,115
2025-06-23,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q2,2025-06,6398.7,165393,3225,121,294,15175.99,80
2025-06-23,Affiliate,APAC,Partner,Paid,International,2025,2025-Q2,2025-06,3685.44,115355,2495,80,210,10722.94,44
2025-06-30,Paid Search,North America,Search,Paid,Americas,2025,2025-Q2,2025-06,32317.99,624326,26011,1246,2913,151388.83,767
2025-06-30,Paid Search,EMEA,Search,Paid,International,2025,2025-Q2,2025-06,18316.44,331914,15108,584,1444,75198.14,310
2025-06-30,Paid Search,APAC,Search,Paid,International,2025,2025-Q2,2025-06,10795.28,212871,10863,421,1146,49372.81,217
2025-06-30,Paid Social,North America,Social,Paid,Americas,2025,2025-Q2,2025-06,23166.85,1757148,20124,468,1166,57418.66,306
2025-06-30,Paid Social,EMEA,Social,Paid,International,2025,2025-Q2,2025-06,13814.92,1022283,12295,247,634,32680.43,143
2025-06-30,Paid Social,APAC,Social,Paid,International,2025,2025-Q2,2025-06,8797.39,702912,9282,186,515,22650.03,98
2025-06-30,Display,North America,Display,Paid,Americas,2025,2025-Q2,2025-06,13254.44,2511411,9391,103,245,11897.5,61
2025-06-30,Display,EMEA,Display,Paid,International,2025,2025-Q2,2025-06,7541.26,1405241,5909,55,144,6441.29,26
2025-06-30,Display,APAC,Display,Paid,International,2025,2025-Q2,2025-06,5384.59,1120358,5120,53,148,5548.41,28
2025-06-30,Video,North America,Video,Paid,Americas,2025,2025-Q2,2025-06,15677.39,762173,6777,112,275,14414.38,69
2025-06-30,Video,EMEA,Video,Paid,International,2025,2025-Q2,2025-06,9641.77,504113,4975,75,204,9317,39
2025-06-30,Video,APAC,Video,Paid,International,2025,2025-Q2,2025-06,6887.75,389513,3724,62,170,7078.63,36
2025-06-30,Email,North America,CRM,Owned,Americas,2025,2025-Q2,2025-06,13251.8,201449,6521,351,895,53654.13,172
2025-06-30,Email,EMEA,CRM,Owned,International,2025,2025-Q2,2025-06,8773.18,114399,4040,218,595,31388.55,112
2025-06-30,Email,APAC,CRM,Owned,International,2025,2025-Q2,2025-06,6227.64,68371,2489,151,401,19882.65,89
2025-06-30,Organic Search,North America,Search,Earned,Americas,2025,2025-Q2,2025-06,9613.83,239499,9699,432,1125,55968.53,234
2025-06-30,Organic Search,EMEA,Search,Earned,International,2025,2025-Q2,2025-06,7157.96,144636,6082,285,795,33148.09,153
2025-06-30,Organic Search,APAC,Search,Earned,International,2025,2025-Q2,2025-06,5050.72,86431,3296,172,450,19930.4,105
2025-06-30,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q2,2025-06,8214.82,252563,5608,171,453,21802,84
2025-06-30,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q2,2025-06,6059.26,145307,3524,120,345,13826.28,68
2025-06-30,Affiliate,APAC,Partner,Paid,International,2025,2025-Q2,2025-06,4237.14,96827,2035,75,195,8848.83,47
2025-07-07,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-07,26889.85,574831,30150,1213,3362,137085.56,653
2025-07-07,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-07,19713.11,404962,18213,800,2077,91325.77,478
2025-07-07,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-07,12142.32,231945,9697,426,995,52075.22,259
2025-07-07,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-07,21872.31,1777397,24308,504,1441,58062.92,280
2025-07-07,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-07,15887.85,1273388,15936,361,966,42050.07,223
2025-07-07,Paid Social,APAC,Social,Paid,International,2025,2025-Q3,2025-07,9853.1,736255,8131,193,463,24105.64,128
2025-07-07,Display,North America,Display,Paid,Americas,2025,2025-Q3,2025-07,13251.55,2855897,11990,127,338,12971,73
2025-07-07,Display,EMEA,Display,Paid,International,2025,2025-Q3,2025-07,9678.92,1925382,7027,82,196,9021.62,54
2025-07-07,Display,APAC,Display,Paid,International,2025,2025-Q3,2025-07,5228.41,975260,3688,37,93,4335.55,22
2025-07-07,Video,North America,Video,Paid,Americas,2025,2025-Q3,2025-07,16888.3,926322,9703,167,473,19001.36,101
2025-07-07,Video,EMEA,Video,Paid,International,2025,2025-Q3,2025-07,11560.2,590000,5410,102,260,12422.64,67
2025-07-07,Video,APAC,Video,Paid,International,2025,2025-Q3,2025-07,6678.03,320031,2881,50,126,6478.7,31
2025-07-07,Email,North America,CRM,Owned,Americas,2025,2025-Q3,2025-07,15251.09,167827,5328,333,804,44885.94,206
2025-07-07,Email,EMEA,CRM,Owned,International,2025,2025-Q3,2025-07,9749.14,121566,3621,203,486,29298.27,115
2025-07-07,Email,APAC,CRM,Owned,International,2025,2025-Q3,2025-07,5027.99,80058,2638,128,336,19101.75,59
2025-07-07,Organic Search,North America,Search,Earned,Americas,2025,2025-Q3,2025-07,12259.67,210151,8395,453,1182,53968.37,292
2025-07-07,Organic Search,EMEA,Search,Earned,International,2025,2025-Q3,2025-07,7419.5,153052,5721,301,736,38364.72,188
2025-07-07,Organic Search,APAC,Search,Earned,International,2025,2025-Q3,2025-07,4310.71,106328,4406,201,535,26191.92,106
2025-07-07,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q3,2025-07,9751.58,237148,4410,160,375,19487.36,102
2025-07-07,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q3,2025-07,5476.95,171837,3566,110,275,14323.14,56
2025-07-07,Affiliate,APAC,Partner,Paid,International,2025,2025-Q3,2025-07,3464.08,101076,2288,71,192,8744.79,37
2025-07-14,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-07,27830.07,518312,22589,1021,2454,127583.69,674
2025-07-14,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-07,16743.01,319252,15552,603,1585,77397.19,334
2025-07-14,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-07,11306.16,231316,11622,471,1318,56188.26,258
2025-07-14,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-07,21145.88,1543886,17668,368,902,46958.88,216
2025-07-14,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-07,12917.19,977997,12575,241,650,29455.28,123
2025-07-14,Paid Social,APAC,Social,Paid,International,2025,2025-Q3,2025-07,9192.46,759559,10546,222,634,25027.04,126
2025-07-14,Display,North America,Display,Paid,Americas,2025,2025-Q3,2025-07,11989.58,2278466,9115,90,230,10793.82,52
2025-07-14,Display,EMEA,Display,Paid,International,2025,2025-Q3,2025-07,7920.17,1626331,7151,70,191,7775.5,37
2025-07-14,Display,APAC,Display,Paid,International,2025,2025-Q3,2025-07,5627.06,1192854,4804,51,139,5256.88,28
2025-07-14,Video,North America,Video,Paid,Americas,2025,2025-Q3,2025-07,14456.2,674080,6382,99,253,13227.21,47
2025-07-14,Video,EMEA,Video,Paid,International,2025,2025-Q3,2025-07,10100.76,530499,5522,88,247,10318.23,47
2025-07-14,Video,APAC,Video,Paid,International,2025,2025-Q3,2025-07,7166.17,389238,3924,69,179,7963.63,43
2025-07-14,Email,North America,CRM,Owned,Americas,2025,2025-Q3,2025-07,12386.79,185832,6338,324,861,47569.62,169
2025-07-14,Email,EMEA,CRM,Owned,International,2025,2025-Q3,2025-07,9189.92,111884,3744,213,584,28137.49,119
2025-07-14,Email,APAC,CRM,Owned,International,2025,2025-Q3,2025-07,6403.41,71256,2156,138,351,18936.68,86
2025-07-14,Organic Search,North America,Search,Earned,Americas,2025,2025-Q3,2025-07,10125.63,218839,9285,419,1133,51967.63,215
2025-07-14,Organic Search,EMEA,Search,Earned,International,2025,2025-Q3,2025-07,7464.01,127383,5579,283,787,31854.61,165
2025-07-14,Organic Search,APAC,Search,Earned,International,2025,2025-Q3,2025-07,5196.38,89180,3384,186,468,22345.4,123
2025-07-14,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q3,2025-07,8606.77,232099,5445,175,487,20138.64,92
2025-07-14,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q3,2025-07,6241.01,143779,2901,104,269,11953.51,64
2025-07-14,Affiliate,APAC,Partner,Paid,International,2025,2025-Q3,2025-07,3884.36,100568,1915,65,155,8013.01,37
2025-07-21,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-07,27950.03,574837,31494,1345,3867,153616.61,777
2025-07-21,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-07,20210.48,397432,18909,878,2287,104056.58,560
2025-07-21,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-07,11795.66,216483,9548,439,1077,55713.9,283
2025-07-21,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-07,22450.63,1861132,22461,487,1265,55054.17,288
2025-07-21,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-07,15438.46,1186542,12480,287,665,34957.43,182
2025-07-21,Paid Social,APAC,Social,Paid,International,2025,2025-Q3,2025-07,8366.36,600940,6958,136,340,17670.4,72
2025-07-21,Display,North America,Display,Paid,Americas,2025,2025-Q3,2025-07,13755.12,2832585,12513,140,389,14899.25,86
2025-07-21,Display,EMEA,Display,Paid,International,2025,2025-Q3,2025-07,8843.38,1696981,6539,77,193,8758.79,52
2025-07-21,Display,APAC,Display,Paid,International,2025,2025-Q3,2025-07,5090.36,915997,3694,40,101,4852.08,23
2025-07-21,Video,North America,Video,Paid,Americas,2025,2025-Q3,2025-07,17458.99,915366,7574,139,328,16502.78,88
2025-07-21,Video,EMEA,Video,Paid,International,2025,2025-Q3,2025-07,10451.9,513966,4399,68,168,8608.93,37
2025-07-21,Video,APAC,Video,Paid,International,2025,2025-Q3,2025-07,5794.84,295379,2842,42,111,5089.49,20
2025-07-21,Email,North America,CRM,Owned,Americas,2025,2025-Q3,2025-07,14818.52,173769,5465,357,908,50350.35,236
2025-07-21,Email,EMEA,CRM,Owned,International,2025,2025-Q3,2025-07,8868.11,125245,3961,235,594,35350.47,141
2025-07-21,Email,APAC,CRM,Owned,International,2025,2025-Q3,2025-07,5264.64,82325,2869,150,407,22176.38,76
2025-07-21,Organic Search,North America,Search,Earned,Americas,2025,2025-Q3,2025-07,11216.72,217753,7791,389,930,48086,237
2025-07-21,Organic Search,EMEA,Search,Earned,International,2025,2025-Q3,2025-07,6359.65,157441,6254,271,695,36019.39,135
2025-07-21,Organic Search,APAC,Search,Earned,International,2025,2025-Q3,2025-07,4260.57,87079,3773,171,472,20393.13,90
2025-07-21,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q3,2025-07,8885.8,244772,4840,174,423,22015.14,113
2025-07-21,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q3,2025-07,5349.22,176502,3871,122,319,15801.27,67
2025-07-21,Affiliate,APAC,Partner,Paid,International,2025,2025-Q3,2025-07,3611.02,98234,2229,73,202,8952.37,40
2025-07-28,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-07,25125.77,449881,20812,829,2075,107924.9,458
2025-07-28,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-07,16486.37,318878,16516,645,1774,76356.87,340
2025-07-28,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-07,11696.23,244265,12835,550,1538,61433.79,324
2025-07-28,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-07,19156.12,1472450,18050,346,902,44070.43,188
2025-07-28,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-07,13427.28,1108007,14927,300,837,35375.01,165
2025-07-28,Paid Social,APAC,Social,Paid,International,2025,2025-Q3,2025-07,9490.06,774068,8950,198,520,22606.79,119
2025-07-28,Display,North America,Display,Paid,Americas,2025,2025-Q3,2025-07,11113.52,2052240,8755,82,218,9685.09,42
2025-07-28,Display,EMEA,Display,Paid,International,2025,2025-Q3,2025-07,8213.41,1687636,7824,82,230,8468.79,45
2025-07-28,Display,APAC,Display,Paid,International,2025,2025-Q3,2025-07,5752.76,1173306,4978,57,143,6151.24,35
2025-07-28,Video,North America,Video,Paid,Americas,2025,2025-Q3,2025-07,14199.41,768881,7678,115,316,13784.02,60
2025-07-28,Video,EMEA,Video,Paid,International,2025,2025-Q3,2025-07,10476.03,585618,5351,89,239,9887.04,52
2025-07-28,Video,APAC,Video,Paid,International,2025,2025-Q3,2025-07,6863.57,358228,3004,52,133,6190.08,33
2025-07-28,Email,North America,CRM,Owned,Americas,2025,2025-Q3,2025-07,12879.28,167620,5992,328,905,45984.48,174
2025-07-28,Email,EMEA,CRM,Owned,International,2025,2025-Q3,2025-07,9391.19,104276,3654,223,607,29646.68,134
2025-07-28,Email,APAC,CRM,Owned,International,2025,2025-Q3,2025-07,6577.86,73395,2247,151,369,21488.62,101
2025-07-28,Organic Search,North America,Search,Earned,Americas,2025,2025-Q3,2025-07,10527.17,199428,8485,405,1106,45717.5,224
2025-07-28,Organic Search,EMEA,Search,Earned,International,2025,2025-Q3,2025-07,7614.97,131749,4783,255,646,29938.41,159
2025-07-28,Organic Search,APAC,Search,Earned,International,2025,2025-Q3,2025-07,4442.91,91927,3363,161,387,20182.51,91
2025-07-28,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q3,2025-07,8906.76,213590,5236,183,522,21303.15,105
2025-07-28,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q3,2025-07,6436.98,147208,3144,120,311,14293.41,76
2025-07-28,Affiliate,APAC,Partner,Paid,International,2025,2025-Q3,2025-07,3758.42,103275,2071,76,188,9761.65,46
2025-08-04,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-08,28430.96,577281,26395,1184,2995,135693.19,718
2025-08-04,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-08,18351,346959,14714,656,1546,81051.59,406
2025-08-04,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-08,10040.44,177890,8351,319,817,42333.96,160
2025-08-04,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-08,23091.16,1830525,23282,536,1447,63023.44,339
2025-08-04,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-08,13962.45,1032531,11446,261,633,32871.68,174
2025-08-04,Paid Social,APAC,Social,Paid,International,2025,2025-Q3,2025-08,8108.79,589941,7297,149,390,19221.18,78
2025-08-04,Display,North America,Display,Paid,Americas,2025,2025-Q3,2025-08,14090.51,2775497,9761,117,269,13074.46,69
2025-08-04,Display,EMEA,Display,Paid,International,2025,2025-Q3,2025-08,7981.42,1482971,5690,53,135,6277.6,29
2025-08-04,Display,APAC,Display,Paid,International,2025,2025-Q3,2025-08,4706.7,946689,4080,38,104,4095.59,17
2025-08-04,Video,North America,Video,Paid,Americas,2025,2025-Q3,2025-08,15815.04,799692,6989,128,318,15711.7,86
2025-08-04,Video,EMEA,Video,Paid,International,2025,2025-Q3,2025-08,9430.86,446976,4091,68,175,8912.86,40
2025-08-04,Video,APAC,Video,Paid,International,2025,2025-Q3,2025-08,6008.2,320147,3257,50,139,6106.27,26
2025-08-04,Email,North America,CRM,Owned,Americas,2025,2025-Q3,2025-08,13282.11,176619,5347,304,737,44572.1,174
2025-08-04,Email,EMEA,CRM,Owned,International,2025,2025-Q3,2025-08,7626.55,120801,4030,201,527,30372.87,95
2025-08-04,Email,APAC,CRM,Owned,International,2025,2025-Q3,2025-08,5397.08,66350,2423,134,376,18143.36,73
2025-08-04,Organic Search,North America,Search,Earned,Americas,2025,2025-Q3,2025-08,10116.16,222726,8465,422,1052,54338.3,268
2025-08-04,Organic Search,EMEA,Search,Earned,International,2025,2025-Q3,2025-08,6224.54,151868,6365,280,749,35424.91,148
2025-08-04,Organic Search,APAC,Search,Earned,International,2025,2025-Q3,2025-08,4398.96,88600,3650,178,485,21156.61,101
2025-08-04,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q3,2025-08,7996.46,249964,5255,165,417,21729,80
2025-08-04,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q3,2025-08,5247.47,143163,3286,102,280,12533.43,52
2025-08-04,Affiliate,APAC,Partner,Paid,International,2025,2025-Q3,2025-08,3720.29,84656,2000,70,186,7875.24,42
2025-08-11,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-08,23126.18,459245,22808,847,2258,104186.93,436
2025-08-11,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-08,16983.63,355613,17965,740,2018,85450.53,415
2025-08-11,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-08,11970.9,239239,10467,475,1211,55375.53,295
2025-08-11,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-08,18733.22,1390896,18109,349,953,43169.56,181
2025-08-11,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-08,13801.22,1126274,15819,338,976,37654.63,198
2025-08-11,Paid Social,APAC,Social,Paid,International,2025,2025-Q3,2025-08,9642.01,752425,9175,216,533,25802.86,139
2025-08-11,Display,North America,Display,Paid,Americas,2025,2025-Q3,2025-08,11479.45,2434883,10924,109,300,11720.33,58
2025-08-11,Display,EMEA,Display,Paid,International,2025,2025-Q3,2025-08,8424.36,1765762,6786,74,193,7715.58,43
2025-08-11,Display,APAC,Display,Paid,International,2025,2025-Q3,2025-08,5185.69,1016915,3631,39,95,4347.1,24
2025-08-11,Video,North America,Video,Paid,Americas,2025,2025-Q3,2025-08,14631.21,792708,8351,134,381,15306.04,74
2025-08-11,Video,EMEA,Video,Paid,International,2025,2025-Q3,2025-08,10639.65,572058,5511,99,262,11529.29,62
2025-08-11,Video,APAC,Video,Paid,International,2025,2025-Q3,2025-08,7013.85,351337,2968,56,132,6960.2,37
2025-08-11,Email,North America,CRM,Owned,Americas,2025,2025-Q3,2025-08,13272.62,153433,5192,302,805,38587.3,172
2025-08-11,Email,EMEA,CRM,Owned,International,2025,2025-Q3,2025-08,9600.47,106911,3115,203,494,28044.11,131
2025-08-11,Email,APAC,CRM,Owned,International,2025,2025-Q3,2025-08,5234.13,74276,2299,125,307,18467.42,68
2025-08-11,Organic Search,North America,Search,Earned,Americas,2025,2025-Q3,2025-08,10687.04,184485,8253,424,1191,48310.33,255
2025-08-11,Organic Search,EMEA,Search,Earned,International,2025,2025-Q3,2025-08,7770.91,134815,5204,292,737,35505.44,193
2025-08-11,Organic Search,APAC,Search,Earned,International,2025,2025-Q3,2025-08,4268.13,93611,3634,184,464,24026.75,111
2025-08-11,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q3,2025-08,9026.68,208122,4256,157,393,18119.64,96
2025-08-11,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q3,2025-08,5826.74,150754,2916,96,228,11942.94,53
2025-08-11,Affiliate,APAC,Partner,Paid,International,2025,2025-Q3,2025-08,3006.25,99259,2107,60,156,7734.5,30
2025-08-18,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-08,28951.09,563235,27252,1283,3378,153633.06,833
2025-08-18,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-08,16450.93,298967,13517,594,1468,76144.26,384
2025-08-18,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-08,9646.4,181000,9073,360,961,44942.16,179
2025-08-18,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-08,22166.59,1686839,18069,423,989,52043.83,251
2025-08-18,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-08,12490.38,893544,10502,198,498,26046.27,97
2025-08-18,Paid Social,APAC,Social,Paid,International,2025,2025-Q3,2025-08,7904.1,641533,8425,165,457,18818.08,88
2025-08-18,Display,North America,Display,Paid,Americas,2025,2025-Q3,2025-08,11907.03,2261134,8330,93,227,10701.42,61
2025-08-18,Display,EMEA,Display,Paid,International,2025,2025-Q3,2025-08,7164.72,1338476,5508,57,143,6710.37,32
2025-08-18,Display,APAC,Display,Paid,International,2025,2025-Q3,2025-08,4839.42,1009776,4568,48,131,5253.29,27
2025-08-18,Video,North America,Video,Paid,Americas,2025,2025-Q3,2025-08,14171.33,693684,6036,98,239,12518.85,57
2025-08-18,Video,EMEA,Video,Paid,International,2025,2025-Q3,2025-08,8660.78,437296,4280,64,170,7814.19,32
2025-08-18,Video,APAC,Video,Paid,International,2025,2025-Q3,2025-08,6163.24,339552,3633,60,171,6747.03,35
2025-08-18,Email,North America,CRM,Owned,Americas,2025,2025-Q3,2025-08,11899.25,179636,5770,326,826,49486.78,197
2025-08-18,Email,EMEA,CRM,Owned,International,2025,2025-Q3,2025-08,7863.36,115770,4077,217,594,31054.84,111
2025-08-18,Email,APAC,CRM,Owned,International,2025,2025-Q3,2025-08,5540.33,67358,2309,136,367,18326.2,80
2025-08-18,Organic Search,North America,Search,Earned,Americas,2025,2025-Q3,2025-08,9160.67,225738,9076,401,1038,53818.1,187
2025-08-18,Organic Search,EMEA,Search,Earned,International,2025,2025-Q3,2025-08,6344.68,120354,5293,246,683,29586.52,133
2025-08-18,Organic Search,APAC,Search,Earned,International,2025,2025-Q3,2025-08,4495.97,76860,3264,169,436,19345.63,101
2025-08-18,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q3,2025-08,7340.9,239552,5317,167,443,21012.16,89
2025-08-18,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q3,2025-08,5387.35,144817,3303,110,300,12947.05,61
2025-08-18,Affiliate,APAC,Partner,Paid,International,2025,2025-Q3,2025-08,3794.96,86669,1703,64,161,7515.79,40
2025-08-25,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-08,23537.91,448738,23514,932,2588,112855.86,499
2025-08-25,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-08,17331.5,357526,19009,829,2340,93810.67,490
2025-08-25,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-08,12055.26,230902,10699,514,1249,62593.85,342
2025-08-25,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-08,19206.16,1622166,20628,420,1137,48090.56,233
2025-08-25,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-08,14055.77,1132560,12453,280,708,32379.96,173
2025-08-25,Paid Social,APAC,Social,Paid,International,2025,2025-Q3,2025-08,8104.1,613089,6683,141,337,17387.71,84
2025-08-25,Display,North America,Display,Paid,Americas,2025,2025-Q3,2025-08,11742.15,2462617,11523,122,350,12712.05,70
2025-08-25,Display,EMEA,Display,Paid,International,2025,2025-Q3,2025-08,8516.53,1707235,6926,81,210,8777.42,52
2025-08-25,Display,APAC,Display,Paid,International,2025,2025-Q3,2025-08,5281.23,994948,3753,43,104,4984.57,29
2025-08-25,Video,North America,Video,Paid,Americas,2025,2025-Q3,2025-08,14810.93,818194,7599,129,336,14487.38,76
2025-08-25,Video,EMEA,Video,Paid,International,2025,2025-Q3,2025-08,10164.86,524200,4247,77,184,9312.48,50
2025-08-25,Video,APAC,Video,Paid,International,2025,2025-Q3,2025-08,5497.25,265023,2364,37,90,4776.88,20
2025-08-25,Email,North America,CRM,Owned,Americas,2025,2025-Q3,2025-08,13412.71,149044,5302,330,909,44060.83,204
2025-08-25,Email,EMEA,CRM,Owned,International,2025,2025-Q3,2025-08,9173.05,108640,3376,229,570,32961.45,158
2025-08-25,Email,APAC,CRM,Owned,International,2025,2025-Q3,2025-08,5012.6,75276,2468,143,367,22016.19,83
2025-08-25,Organic Search,North America,Search,Earned,Americas,2025,2025-Q3,2025-08,10871.13,188223,6583,357,870,42191.87,228
2025-08-25,Organic Search,EMEA,Search,Earned,International,2025,2025-Q3,2025-08,6569.84,135744,5046,229,557,28959.18,122
2025-08-25,Organic Search,APAC,Search,Earned,International,2025,2025-Q3,2025-08,3644.02,84430,3424,146,382,18336.44,71
2025-08-25,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q3,2025-08,9165.62,211918,4597,177,441,21334.26,115
2025-08-25,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q3,2025-08,5212.52,152746,3137,110,272,14264.16,66
2025-08-25,Affiliate,APAC,Partner,Paid,International,2025,2025-Q3,2025-08,3058.25,100382,2250,69,184,8798.47,34
2025-09-01,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-09,26018.44,487772,21044,884,2104,110117.07,518
2025-09-01,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-09,13986.66,244454,11695,423,1095,54227.62,199
2025-09-01,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-09,9904.92,205233,10829,438,1225,48909.32,239
2025-09-01,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-09,18561.76,1368926,15555,338,830,42986.07,215
2025-09-01,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-09,11278.13,852944,10761,209,559,25874.93,111
2025-09-01,Paid Social,APAC,Social,Paid,International,2025,2025-Q3,2025-09,8075.21,670829,8696,182,514,21186.66,103
2025-09-01,Display,North America,Display,Paid,Americas,2025,2025-Q3,2025-09,10594.79,1945849,7603,75,188,8987.83,40
2025-09-01,Display,EMEA,Display,Paid,International,2025,2025-Q3,2025-09,6953.59,1385226,6064,60,162,6553.82,31
2025-09-01,Display,APAC,Display,Paid,International,2025,2025-Q3,2025-09,4933.28,1050529,4681,51,142,5246.66,30
2025-09-01,Video,North America,Video,Paid,Americas,2025,2025-Q3,2025-09,12653.94,622840,5818,91,234,11572.94,53
2025-09-01,Video,EMEA,Video,Paid,International,2025,2025-Q3,2025-09,8871.39,488145,5016,79,221,9306.27,42
2025-09-01,Video,APAC,Video,Paid,International,2025,2025-Q3,2025-09,6219.31,338058,3171,55,145,6284.57,32
2025-09-01,Email,North America,CRM,Owned,Americas,2025,2025-Q3,2025-09,10872.74,161735,5457,276,730,41922.99,133
2025-09-01,Email,EMEA,CRM,Owned,International,2025,2025-Q3,2025-09,8035.34,92859,3421,193,549,25428.53,108
2025-09-01,Email,APAC,CRM,Owned,International,2025,2025-Q3,2025-09,5628.21,61952,2092,131,332,17736.45,80
2025-09-01,Organic Search,North America,Search,Earned,Americas,2025,2025-Q3,2025-09,8868.38,203595,8624,386,1038,47271.45,194
2025-09-01,Organic Search,EMEA,Search,Earned,International,2025,2025-Q3,2025-09,6488.12,122748,5061,249,666,28697.31,141
2025-09-01,Organic Search,APAC,Search,Earned,International,2025,2025-Q3,2025-09,4286.04,78204,2800,143,357,17086.86,93
2025-09-01,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q3,2025-09,7453.61,201326,4640,148,408,17871.45,78
2025-09-01,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q3,2025-09,5484.59,124929,2809,99,270,11240.14,59
2025-09-01,Affiliate,APAC,Partner,Paid,International,2025,2025-Q3,2025-09,3813.01,88016,1749,69,168,8461.67,47
2025-09-08,Paid Search,North America,Search,Paid,Americas,2025,2025-Q3,2025-09,24062.97,510877,24696,1028,2721,116204.84,575
2025-09-08,Paid Search,EMEA,Search,Paid,International,2025,2025-Q3,2025-09,17564.42,346892,14590,673,1652,79584.62,426
2025-09-08,Paid Search,APAC,Search,Paid,International,2025,2025-Q3,2025-09,9478.51,175078,7711,309,749,38744.23,174
2025-09-08,Paid Social,North America,Social,Paid,Americas,2025,2025-Q3,2025-09,19544.78,1625999,21771,469,1315,52628.87,273
2025-09-08,Paid Social,EMEA,Social,Paid,International,2025,2025-Q3,2025-09,14112.56,1089488,12695,302,763,36490.38,198
