Month,Source,Segment,Stage,Source Type,Stage Order,Year,Quarter,Month Label,Cycle Days,Records,Pipeline Value,Won Value,Visitors,Leads,MQLs,SQLs,Opportunities,Customers,Cycle Pool
2025-06-01,Direct,Mid-Market,Opportunity,Inbound,5,2025,2025-Q2,2025-06,45.01,237,2251798,0,0,0,0,0,237,0,0
2025-06-01,Direct,Mid-Market,Customer,Inbound,6,2025,2025-Q2,2025-06,45.01,87,824453,824453,0,0,0,0,0,87,3915.87
2025-06-01,Direct,SMB,Visitors,Inbound,1,2025,2025-Q2,2025-06,0,23399,0,0,23399,0,0,0,0,0,0
2025-06-01,Direct,SMB,Leads,Inbound,2,2025,2025-Q2,2025-06,0,2073,0,0,0,2073,0,0,0,0,0
2025-06-01,Direct,SMB,MQL,Inbound,3,2025,2025-Q2,2025-06,0,877,0,0,0,0,877,0,0,0,0
2025-06-01,Direct,SMB,SQL,Inbound,4,2025,2025-Q2,2025-06,21.61,495,0,0,0,0,0,495,0,0,0
2025-06-01,Direct,SMB,Opportunity,Inbound,5,2025,2025-Q2,2025-06,21.61,302,978338,0,0,0,0,0,302,0,0
2025-06-01,Direct,SMB,Customer,Inbound,6,2025,2025-Q2,2025-06,21.61,101,326962,326962,0,0,0,0,0,101,2182.61
2025-07-01,Paid Search,Enterprise,Visitors,Paid,1,2025,2025-Q3,2025-07,0,15808,0,0,15808,0,0,0,0,0,0
2025-07-01,Paid Search,Enterprise,Leads,Paid,2,2025,2025-Q3,2025-07,0,1741,0,0,0,1741,0,0,0,0,0
2025-07-01,Paid Search,Enterprise,MQL,Paid,3,2025,2025-Q3,2025-07,0,733,0,0,0,0,733,0,0,0,0
2025-07-01,Paid Search,Enterprise,SQL,Paid,4,2025,2025-Q3,2025-07,90.39,412,0,0,0,0,0,412,0,0,0
2025-07-01,Paid Search,Enterprise,Opportunity,Paid,5,2025,2025-Q3,2025-07,90.39,252,7099340,0,0,0,0,0,252,0,0
2025-07-01,Paid Search,Enterprise,Customer,Paid,6,2025,2025-Q3,2025-07,90.39,110,3107592,3107592,0,0,0,0,0,110,9942.9
2025-07-01,Paid Search,Mid-Market,Visitors,Paid,1,2025,2025-Q3,2025-07,0,25264,0,0,25264,0,0,0,0,0,0
2025-07-01,Paid Search,Mid-Market,Leads,Paid,2,2025,2025-Q3,2025-07,0,2758,0,0,0,2758,0,0,0,0,0
2025-07-01,Paid Search,Mid-Market,MQL,Paid,3,2025,2025-Q3,2025-07,0,1186,0,0,0,0,1186,0,0,0,0
2025-07-01,Paid Search,Mid-Market,SQL,Paid,4,2025,2025-Q3,2025-07,43.92,659,0,0,0,0,0,659,0,0,0
2025-07-01,Paid Search,Mid-Market,Opportunity,Paid,5,2025,2025-Q3,2025-07,43.92,407,3767365,0,0,0,0,0,407,0,0
2025-07-01,Paid Search,Mid-Market,Customer,Paid,6,2025,2025-Q3,2025-07,43.92,148,1370695,1370695,0,0,0,0,0,148,6500.16
2025-07-01,Paid Search,SMB,Visitors,Paid,1,2025,2025-Q3,2025-07,0,32888,0,0,32888,0,0,0,0,0,0
2025-07-01,Paid Search,SMB,Leads,Paid,2,2025,2025-Q3,2025-07,0,3530,0,0,0,3530,0,0,0,0,0
2025-07-01,Paid Search,SMB,MQL,Paid,3,2025,2025-Q3,2025-07,0,1514,0,0,0,0,1514,0,0,0,0
2025-07-01,Paid Search,SMB,SQL,Paid,4,2025,2025-Q3,2025-07,20.84,825,0,0,0,0,0,825,0,0,0
2025-07-01,Paid Search,SMB,Opportunity,Paid,5,2025,2025-Q3,2025-07,20.84,517,1679333,0,0,0,0,0,517,0,0
2025-07-01,Paid Search,SMB,Customer,Paid,6,2025,2025-Q3,2025-07,20.84,168,544627,544627,0,0,0,0,0,168,3501.12
2025-07-01,Paid Social,Enterprise,Visitors,Paid,1,2025,2025-Q3,2025-07,0,19464,0,0,19464,0,0,0,0,0,0
2025-07-01,Paid Social,Enterprise,Leads,Paid,2,2025,2025-Q3,2025-07,0,1426,0,0,0,1426,0,0,0,0,0
2025-07-01,Paid Social,Enterprise,MQL,Paid,3,2025,2025-Q3,2025-07,0,606,0,0,0,0,606,0,0,0,0
2025-07-01,Paid Social,Enterprise,SQL,Paid,4,2025,2025-Q3,2025-07,88.64,319,0,0,0,0,0,319,0,0,0
2025-07-01,Paid Social,Enterprise,Opportunity,Paid,5,2025,2025-Q3,2025-07,88.64,198,5802028,0,0,0,0,0,198,0,0
2025-07-01,Paid Social,Enterprise,Customer,Paid,6,2025,2025-Q3,2025-07,88.64,84,2468172,2468172,0,0,0,0,0,84,7445.76
2025-07-01,Paid Social,Mid-Market,Visitors,Paid,1,2025,2025-Q3,2025-07,0,29534,0,0,29534,0,0,0,0,0,0
2025-07-01,Paid Social,Mid-Market,Leads,Paid,2,2025,2025-Q3,2025-07,0,2153,0,0,0,2153,0,0,0,0,0
2025-07-01,Paid Social,Mid-Market,MQL,Paid,3,2025,2025-Q3,2025-07,0,889,0,0,0,0,889,0,0,0,0
2025-07-01,Paid Social,Mid-Market,SQL,Paid,4,2025,2025-Q3,2025-07,48.19,475,0,0,0,0,0,475,0,0,0
2025-07-01,Paid Social,Mid-Market,Opportunity,Paid,5,2025,2025-Q3,2025-07,48.19,290,2683929,0,0,0,0,0,290,0,0
2025-07-01,Paid Social,Mid-Market,Customer,Paid,6,2025,2025-Q3,2025-07,48.19,100,926690,926690,0,0,0,0,0,100,4819.0
2025-07-01,Paid Social,SMB,Visitors,Paid,1,2025,2025-Q3,2025-07,0,38450,0,0,38450,0,0,0,0,0,0
2025-07-01,Paid Social,SMB,Leads,Paid,2,2025,2025-Q3,2025-07,0,2862,0,0,0,2862,0,0,0,0,0
2025-07-01,Paid Social,SMB,MQL,Paid,3,2025,2025-Q3,2025-07,0,1183,0,0,0,0,1183,0,0,0,0
2025-07-01,Paid Social,SMB,SQL,Paid,4,2025,2025-Q3,2025-07,20.37,646,0,0,0,0,0,646,0,0,0
2025-07-01,Paid Social,SMB,Opportunity,Paid,5,2025,2025-Q3,2025-07,20.37,388,1194973,0,0,0,0,0,388,0,0
2025-07-01,Paid Social,SMB,Customer,Paid,6,2025,2025-Q3,2025-07,20.37,128,393601,393601,0,0,0,0,0,128,2607.36
2025-07-01,Organic Search,Enterprise,Visitors,Inbound,1,2025,2025-Q3,2025-07,0,25422,0,0,25422,0,0,0,0,0,0
2025-07-01,Organic Search,Enterprise,Leads,Inbound,2,2025,2025-Q3,2025-07,0,2882,0,0,0,2882,0,0,0,0,0
2025-07-01,Organic Search,Enterprise,MQL,Inbound,3,2025,2025-Q3,2025-07,0,1246,0,0,0,0,1246,0,0,0,0
2025-07-01,Organic Search,Enterprise,SQL,Inbound,4,2025,2025-Q3,2025-07,84.05,679,0,0,0,0,0,679,0,0,0
2025-07-01,Organic Search,Enterprise,Opportunity,Inbound,5,2025,2025-Q3,2025-07,84.05,422,11994994,0,0,0,0,0,422,0,0
2025-07-01,Organic Search,Enterprise,Customer,Inbound,6,2025,2025-Q3,2025-07,84.05,183,5196324,5196324,0,0,0,0,0,183,15381.15
2025-07-01,Organic Search,Mid-Market,Visitors,Inbound,1,2025,2025-Q3,2025-07,0,40689,0,0,40689,0,0,0,0,0,0
2025-07-01,Organic Search,Mid-Market,Leads,Inbound,2,2025,2025-Q3,2025-07,0,4801,0,0,0,4801,0,0,0,0,0
2025-07-01,Organic Search,Mid-Market,MQL,Inbound,3,2025,2025-Q3,2025-07,0,2050,0,0,0,0,2050,0,0,0,0
2025-07-01,Organic Search,Mid-Market,SQL,Inbound,4,2025,2025-Q3,2025-07,45.67,1130,0,0,0,0,0,1130,0,0,0
2025-07-01,Organic Search,Mid-Market,Opportunity,Inbound,5,2025,2025-Q3,2025-07,45.67,701,6710032,0,0,0,0,0,701,0,0
2025-07-01,Organic Search,Mid-Market,Customer,Inbound,6,2025,2025-Q3,2025-07,45.67,255,2445890,2445890,0,0,0,0,0,255,11645.85
2025-07-01,Organic Search,SMB,Visitors,Inbound,1,2025,2025-Q3,2025-07,0,51459,0,0,51459,0,0,0,0,0,0
2025-07-01,Organic Search,SMB,Leads,Inbound,2,2025,2025-Q3,2025-07,0,6100,0,0,0,6100,0,0,0,0,0
2025-07-01,Organic Search,SMB,MQL,Inbound,3,2025,2025-Q3,2025-07,0,2570,0,0,0,0,2570,0,0,0,0
2025-07-01,Organic Search,SMB,SQL,Inbound,4,2025,2025-Q3,2025-07,21.59,1439,0,0,0,0,0,1439,0,0,0
2025-07-01,Organic Search,SMB,Opportunity,Inbound,5,2025,2025-Q3,2025-07,21.59,885,2839237,0,0,0,0,0,885,0,0
2025-07-01,Organic Search,SMB,Customer,Inbound,6,2025,2025-Q3,2025-07,21.59,295,945834,945834,0,0,0,0,0,295,6369.05
2025-07-01,Email,Enterprise,Visitors,Nurture,1,2025,2025-Q3,2025-07,0,7654,0,0,7654,0,0,0,0,0,0
2025-07-01,Email,Enterprise,Leads,Nurture,2,2025,2025-Q3,2025-07,0,1016,0,0,0,1016,0,0,0,0,0
2025-07-01,Email,Enterprise,MQL,Nurture,3,2025,2025-Q3,2025-07,0,415,0,0,0,0,415,0,0,0,0
2025-07-01,Email,Enterprise,SQL,Nurture,4,2025,2025-Q3,2025-07,92.0,232,0,0,0,0,0,232,0,0,0
2025-07-01,Email,Enterprise,Opportunity,Nurture,5,2025,2025-Q3,2025-07,92.0,140,4002692,0,0,0,0,0,140,0,0
2025-07-01,Email,Enterprise,Customer,Nurture,6,2025,2025-Q3,2025-07,92.0,63,1800407,1800407,0,0,0,0,0,63,5796.0
2025-07-01,Email,Mid-Market,Visitors,Nurture,1,2025,2025-Q3,2025-07,0,11548,0,0,11548,0,0,0,0,0,0
2025-07-01,Email,Mid-Market,Leads,Nurture,2,2025,2025-Q3,2025-07,0,1516,0,0,0,1516,0,0,0,0,0
2025-07-01,Email,Mid-Market,MQL,Nurture,3,2025,2025-Q3,2025-07,0,624,0,0,0,0,624,0,0,0,0
2025-07-01,Email,Mid-Market,SQL,Nurture,4,2025,2025-Q3,2025-07,44.63,338,0,0,0,0,0,338,0,0,0
2025-07-01,Email,Mid-Market,Opportunity,Nurture,5,2025,2025-Q3,2025-07,44.63,202,1841071,0,0,0,0,0,202,0,0
2025-07-01,Email,Mid-Market,Customer,Nurture,6,2025,2025-Q3,2025-07,44.63,75,685623,685623,0,0,0,0,0,75,3347.25
2025-07-01,Email,SMB,Visitors,Nurture,1,2025,2025-Q3,2025-07,0,15290,0,0,15290,0,0,0,0,0,0
2025-07-01,Email,SMB,Leads,Nurture,2,2025,2025-Q3,2025-07,0,1995,0,0,0,1995,0,0,0,0,0
2025-07-01,Email,SMB,MQL,Nurture,3,2025,2025-Q3,2025-07,0,836,0,0,0,0,836,0,0,0,0
2025-07-01,Email,SMB,SQL,Nurture,4,2025,2025-Q3,2025-07,20.44,451,0,0,0,0,0,451,0,0,0
2025-07-01,Email,SMB,Opportunity,Nurture,5,2025,2025-Q3,2025-07,20.44,278,881795,0,0,0,0,0,278,0,0
2025-07-01,Email,SMB,Customer,Nurture,6,2025,2025-Q3,2025-07,20.44,96,304529,304529,0,0,0,0,0,96,1962.24
2025-07-01,Webinar,Enterprise,Visitors,Nurture,1,2025,2025-Q3,2025-07,0,3244,0,0,3244,0,0,0,0,0,0
2025-07-01,Webinar,Enterprise,Leads,Nurture,2,2025,2025-Q3,2025-07,0,516,0,0,0,516,0,0,0,0,0
2025-07-01,Webinar,Enterprise,MQL,Nurture,3,2025,2025-Q3,2025-07,0,216,0,0,0,0,216,0,0,0,0
2025-07-01,Webinar,Enterprise,SQL,Nurture,4,2025,2025-Q3,2025-07,85.75,119,0,0,0,0,0,119,0,0,0
2025-07-01,Webinar,Enterprise,Opportunity,Nurture,5,2025,2025-Q3,2025-07,85.75,74,2195099,0,0,0,0,0,74,0,0
2025-07-01,Webinar,Enterprise,Customer,Nurture,6,2025,2025-Q3,2025-07,85.75,32,946019,946019,0,0,0,0,0,32,2744.0
2025-07-01,Webinar,Mid-Market,Visitors,Nurture,1,2025,2025-Q3,2025-07,0,4905,0,0,4905,0,0,0,0,0,0
2025-07-01,Webinar,Mid-Market,Leads,Nurture,2,2025,2025-Q3,2025-07,0,775,0,0,0,775,0,0,0,0,0
2025-07-01,Webinar,Mid-Market,MQL,Nurture,3,2025,2025-Q3,2025-07,0,330,0,0,0,0,330,0,0,0,0
2025-07-01,Webinar,Mid-Market,SQL,Nurture,4,2025,2025-Q3,2025-07,47.31,181,0,0,0,0,0,181,0,0,0
2025-07-01,Webinar,Mid-Market,Opportunity,Nurture,5,2025,2025-Q3,2025-07,47.31,109,1020980,0,0,0,0,0,109,0,0
2025-07-01,Webinar,Mid-Market,Customer,Nurture,6,2025,2025-Q3,2025-07,47.31,41,387295,387295,0,0,0,0,0,41,1939.71
2025-07-01,Webinar,SMB,Visitors,Nurture,1,2025,2025-Q3,2025-07,0,6003,0,0,6003,0,0,0,0,0,0
2025-07-01,Webinar,SMB,Leads,Nurture,2,2025,2025-Q3,2025-07,0,932,0,0,0,932,0,0,0,0,0
2025-07-01,Webinar,SMB,MQL,Nurture,3,2025,2025-Q3,2025-07,0,407,0,0,0,0,407,0,0,0,0
2025-07-01,Webinar,SMB,SQL,Nurture,4,2025,2025-Q3,2025-07,21.37,219,0,0,0,0,0,219,0,0,0
2025-07-01,Webinar,SMB,Opportunity,Nurture,5,2025,2025-Q3,2025-07,21.37,138,417125,0,0,0,0,0,138,0,0
2025-07-01,Webinar,SMB,Customer,Nurture,6,2025,2025-Q3,2025-07,21.37,49,147883,147883,0,0,0,0,0,49,1047.13
2025-07-01,Partner,Enterprise,Visitors,Partner,1,2025,2025-Q3,2025-07,0,5156,0,0,5156,0,0,0,0,0,0
2025-07-01,Partner,Enterprise,Leads,Partner,2,2025,2025-Q3,2025-07,0,519,0,0,0,519,0,0,0,0,0
2025-07-01,Partner,Enterprise,MQL,Partner,3,2025,2025-Q3,2025-07,0,219,0,0,0,0,219,0,0,0,0
2025-07-01,Partner,Enterprise,SQL,Partner,4,2025,2025-Q3,2025-07,88.03,118,0,0,0,0,0,118,0,0,0
2025-07-01,Partner,Enterprise,Opportunity,Partner,5,2025,2025-Q3,2025-07,88.03,70,1961350,0,0,0,0,0,70,0,0
2025-07-01,Partner,Enterprise,Customer,Partner,6,2025,2025-Q3,2025-07,88.03,29,801986,801986,0,0,0,0,0,29,2552.87
2025-07-01,Partner,Mid-Market,Visitors,Partner,1,2025,2025-Q3,2025-07,0,8175,0,0,8175,0,0,0,0,0,0
2025-07-01,Partner,Mid-Market,Leads,Partner,2,2025,2025-Q3,2025-07,0,813,0,0,0,813,0,0,0,0,0
2025-07-01,Partner,Mid-Market,MQL,Partner,3,2025,2025-Q3,2025-07,0,340,0,0,0,0,340,0,0,0,0
2025-07-01,Partner,Mid-Market,SQL,Partner,4,2025,2025-Q3,2025-07,44.78,182,0,0,0,0,0,182,0,0,0
2025-07-01,Partner,Mid-Market,Opportunity,Partner,5,2025,2025-Q3,2025-07,44.78,110,1027709,0,0,0,0,0,110,0,0
2025-07-01,Partner,Mid-Market,Customer,Partner,6,2025,2025-Q3,2025-07,44.78,38,357115,357115,0,0,0,0,0,38,1701.64
2025-07-01,Partner,SMB,Visitors,Partner,1,2025,2025-Q3,2025-07,0,10959,0,0,10959,0,0,0,0,0,0
2025-07-01,Partner,SMB,Leads,Partner,2,2025,2025-Q3,2025-07,0,1112,0,0,0,1112,0,0,0,0,0
2025-07-01,Partner,SMB,MQL,Partner,3,2025,2025-Q3,2025-07,0,461,0,0,0,0,461,0,0,0,0
2025-07-01,Partner,SMB,SQL,Partner,4,2025,2025-Q3,2025-07,20.95,251,0,0,0,0,0,251,0,0,0
2025-07-01,Partner,SMB,Opportunity,Partner,5,2025,2025-Q3,2025-07,20.95,151,497062,0,0,0,0,0,151,0,0
2025-07-01,Partner,SMB,Customer,Partner,6,2025,2025-Q3,2025-07,20.95,51,166572,166572,0,0,0,0,0,51,1068.45
2025-07-01,Direct,Enterprise,Visitors,Inbound,1,2025,2025-Q3,2025-07,0,12317,0,0,12317,0,0,0,0,0,0
2025-07-01,Direct,Enterprise,Leads,Inbound,2,2025,2025-Q3,2025-07,0,1099,0,0,0,1099,0,0,0,0,0
2025-07-01,Direct,Enterprise,MQL,Inbound,3,2025,2025-Q3,2025-07,0,478,0,0,0,0,478,0,0,0,0
2025-07-01,Direct,Enterprise,SQL,Inbound,4,2025,2025-Q3,2025-07,88.88,263,0,0,0,0,0,263,0,0,0
2025-07-01,Direct,Enterprise,Opportunity,Inbound,5,2025,2025-Q3,2025-07,88.88,165,4823822,0,0,0,0,0,165,0,0
2025-07-01,Direct,Enterprise,Customer,Inbound,6,2025,2025-Q3,2025-07,88.88,71,2080475,2080475,0,0,0,0,0,71,6310.48
2025-07-01,Direct,Mid-Market,Visitors,Inbound,1,2025,2025-Q3,2025-07,0,17979,0,0,17979,0,0,0,0,0,0
2025-07-01,Direct,Mid-Market,Leads,Inbound,2,2025,2025-Q3,2025-07,0,1651,0,0,0,1651,0,0,0,0,0
2025-07-01,Direct,Mid-Market,MQL,Inbound,3,2025,2025-Q3,2025-07,0,708,0,0,0,0,708,0,0,0,0
2025-07-01,Direct,Mid-Market,SQL,Inbound,4,2025,2025-Q3,2025-07,47.58,388,0,0,0,0,0,388,0,0,0
2025-07-01,Direct,Mid-Market,Opportunity,Inbound,5,2025,2025-Q3,2025-07,47.58,242,2188112,0,0,0,0,0,242,0,0
2025-07-01,Direct,Mid-Market,Customer,Inbound,6,2025,2025-Q3,2025-07,47.58,84,766272,766272,0,0,0,0,0,84,3996.72
2025-07-01,Direct,SMB,Visitors,Inbound,1,2025,2025-Q3,2025-07,0,23981,0,0,23981,0,0,0,0,0,0
2025-07-01,Direct,SMB,Leads,Inbound,2,2025,2025-Q3,2025-07,0,2264,0,0,0,2264,0,0,0,0,0
2025-07-01,Direct,SMB,MQL,Inbound,3,2025,2025-Q3,2025-07,0,951,0,0,0,0,951,0,0,0,0
2025-07-01,Direct,SMB,SQL,Inbound,4,2025,2025-Q3,2025-07,21.1,533,0,0,0,0,0,533,0,0,0
2025-07-01,Direct,SMB,Opportunity,Inbound,5,2025,2025-Q3,2025-07,21.1,329,1009423,0,0,0,0,0,329,0,0
2025-07-01,Direct,SMB,Customer,Inbound,6,2025,2025-Q3,2025-07,21.1,111,340533,340533,0,0,0,0,0,111,2342.1
2025-08-01,Paid Search,Enterprise,Visitors,Paid,1,2025,2025-Q3,2025-08,0,15281,0,0,15281,0,0,0,0,0,0
2025-08-01,Paid Search,Enterprise,Leads,Paid,2,2025,2025-Q3,2025-08,0,1686,0,0,0,1686,0,0,0,0,0
2025-08-01,Paid Search,Enterprise,MQL,Paid,3,2025,2025-Q3,2025-08,0,713,0,0,0,0,713,0,0,0,0
2025-08-01,Paid Search,Enterprise,SQL,Paid,4,2025,2025-Q3,2025-08,87.45,396,0,0,0,0,0,396,0,0,0
2025-08-01,Paid Search,Enterprise,Opportunity,Paid,5,2025,2025-Q3,2025-08,87.45,241,7203163,0,0,0,0,0,241,0,0
2025-08-01,Paid Search,Enterprise,Customer,Paid,6,2025,2025-Q3,2025-08,87.45,108,3232021,3232021,0,0,0,0,0,108,9444.6
2025-08-01,Paid Search,Mid-Market,Visitors,Paid,1,2025,2025-Q3,2025-08,0,23576,0,0,23576,0,0,0,0,0,0
2025-08-01,Paid Search,Mid-Market,Leads,Paid,2,2025,2025-Q3,2025-08,0,2573,0,0,0,2573,0,0,0,0,0
2025-08-01,Paid Search,Mid-Market,MQL,Paid,3,2025,2025-Q3,2025-08,0,1058,0,0,0,0,1058,0,0,0,0
2025-08-01,Paid Search,Mid-Market,SQL,Paid,4,2025,2025-Q3,2025-08,47.33,586,0,0,0,0,0,586,0,0,0
2025-08-01,Paid Search,Mid-Market,Opportunity,Paid,5,2025,2025-Q3,2025-08,47.33,356,3321868,0,0,0,0,0,356,0,0
2025-08-01,Paid Search,Mid-Market,Customer,Paid,6,2025,2025-Q3,2025-08,47.33,129,1204225,1204225,0,0,0,0,0,129,6105.57
2025-08-01,Paid Search,SMB,Visitors,Paid,1,2025,2025-Q3,2025-08,0,28672,0,0,28672,0,0,0,0,0,0
2025-08-01,Paid Search,SMB,Leads,Paid,2,2025,2025-Q3,2025-08,0,3083,0,0,0,3083,0,0,0,0,0
2025-08-01,Paid Search,SMB,MQL,Paid,3,2025,2025-Q3,2025-08,0,1303,0,0,0,0,1303,0,0,0,0
2025-08-01,Paid Search,SMB,SQL,Paid,4,2025,2025-Q3,2025-08,21.38,709,0,0,0,0,0,709,0,0,0
2025-08-01,Paid Search,SMB,Opportunity,Paid,5,2025,2025-Q3,2025-08,21.38,436,1313842,0,0,0,0,0,436,0,0
2025-08-01,Paid Search,SMB,Customer,Paid,6,2025,2025-Q3,2025-08,21.38,142,427559,427559,0,0,0,0,0,142,3035.96
2025-08-01,Paid Social,Enterprise,Visitors,Paid,1,2025,2025-Q3,2025-08,0,17310,0,0,17310,0,0,0,0,0,0
2025-08-01,Paid Social,Enterprise,Leads,Paid,2,2025,2025-Q3,2025-08,0,1267,0,0,0,1267,0,0,0,0,0
2025-08-01,Paid Social,Enterprise,MQL,Paid,3,2025,2025-Q3,2025-08,0,521,0,0,0,0,521,0,0,0,0
2025-08-01,Paid Social,Enterprise,SQL,Paid,4,2025,2025-Q3,2025-08,88.07,294,0,0,0,0,0,294,0,0,0
2025-08-01,Paid Social,Enterprise,Opportunity,Paid,5,2025,2025-Q3,2025-08,88.07,179,5047918,0,0,0,0,0,179,0,0
2025-08-01,Paid Social,Enterprise,Customer,Paid,6,2025,2025-Q3,2025-08,88.07,79,2227963,2227963,0,0,0,0,0,79,6957.53
2025-08-01,Paid Social,Mid-Market,Visitors,Paid,1,2025,2025-Q3,2025-08,0,28132,0,0,28132,0,0,0,0,0,0
2025-08-01,Paid Social,Mid-Market,Leads,Paid,2,2025,2025-Q3,2025-08,0,2030,0,0,0,2030,0,0,0,0,0
2025-08-01,Paid Social,Mid-Market,MQL,Paid,3,2025,2025-Q3,2025-08,0,858,0,0,0,0,858,0,0,0,0
2025-08-01,Paid Social,Mid-Market,SQL,Paid,4,2025,2025-Q3,2025-08,45.55,471,0,0,0,0,0,471,0,0,0
2025-08-01,Paid Social,Mid-Market,Opportunity,Paid,5,2025,2025-Q3,2025-08,45.55,292,2734424,0,0,0,0,0,292,0,0
2025-08-01,Paid Social,Mid-Market,Customer,Paid,6,2025,2025-Q3,2025-08,45.55,109,1023093,1023093,0,0,0,0,0,109,4964.95
2025-08-01,Paid Social,SMB,Visitors,Paid,1,2025,2025-Q3,2025-08,0,36635,0,0,36635,0,0,0,0,0,0
2025-08-01,Paid Social,SMB,Leads,Paid,2,2025,2025-Q3,2025-08,0,2638,0,0,0,2638,0,0,0,0,0
2025-08-01,Paid Social,SMB,MQL,Paid,3,2025,2025-Q3,2025-08,0,1155,0,0,0,0,1155,0,0,0,0
2025-08-01,Paid Social,SMB,SQL,Paid,4,2025,2025-Q3,2025-08,20.63,616,0,0,0,0,0,616,0,0,0
2025-08-01,Paid Social,SMB,Opportunity,Paid,5,2025,2025-Q3,2025-08,20.63,392,1270207,0,0,0,0,0,392,0,0
2025-08-01,Paid Social,SMB,Customer,Paid,6,2025,2025-Q3,2025-08,20.63,131,425497,425497,0,0,0,0,0,131,2702.53
2025-08-01,Organic Search,Enterprise,Visitors,Inbound,1,2025,2025-Q3,2025-08,0,24070,0,0,24070,0,0,0,0,0,0
2025-08-01,Organic Search,Enterprise,Leads,Inbound,2,2025,2025-Q3,2025-08,0,2798,0,0,0,2798,0,0,0,0,0
2025-08-01,Organic Search,Enterprise,MQL,Inbound,3,2025,2025-Q3,2025-08,0,1186,0,0,0,0,1186,0,0,0,0
2025-08-01,Organic Search,Enterprise,SQL,Inbound,4,2025,2025-Q3,2025-08,88.92,646,0,0,0,0,0,646,0,0,0
2025-08-01,Organic Search,Enterprise,Opportunity,Inbound,5,2025,2025-Q3,2025-08,88.92,403,11476741,0,0,0,0,0,403,0,0
2025-08-01,Organic Search,Enterprise,Customer,Inbound,6,2025,2025-Q3,2025-08,88.92,173,4914588,4914588,0,0,0,0,0,173,15383.16
2025-08-01,Organic Search,Mid-Market,Visitors,Inbound,1,2025,2025-Q3,2025-08,0,34878,0,0,34878,0,0,0,0,0,0
2025-08-01,Organic Search,Mid-Market,Leads,Inbound,2,2025,2025-Q3,2025-08,0,3983,0,0,0,3983,0,0,0,0,0
2025-08-01,Organic Search,Mid-Market,MQL,Inbound,3,2025,2025-Q3,2025-08,0,1712,0,0,0,0,1712,0,0,0,0
2025-08-01,Organic Search,Mid-Market,SQL,Inbound,4,2025,2025-Q3,2025-08,46.86,914,0,0,0,0,0,914,0,0,0
2025-08-01,Organic Search,Mid-Market,Opportunity,Inbound,5,2025,2025-Q3,2025-08,46.86,570,5187827,0,0,0,0,0,570,0,0
2025-08-01,Organic Search,Mid-Market,Customer,Inbound,6,2025,2025-Q3,2025-08,46.86,205,1862693,1862693,0,0,0,0,0,205,9606.3
2025-08-01,Organic Search,SMB,Visitors,Inbound,1,2025,2025-Q3,2025-08,0,46099,0,0,46099,0,0,0,0,0,0
2025-08-01,Organic Search,SMB,Leads,Inbound,2,2025,2025-Q3,2025-08,0,5315,0,0,0,5315,0,0,0,0,0
2025-08-01,Organic Search,SMB,MQL,Inbound,3,2025,2025-Q3,2025-08,0,2245,0,0,0,0,2245,0,0,0,0
2025-08-01,Organic Search,SMB,SQL,Inbound,4,2025,2025-Q3,2025-08,21.17,1228,0,0,0,0,0,1228,0,0,0
2025-08-01,Organic Search,SMB,Opportunity,Inbound,5,2025,2025-Q3,2025-08,21.17,754,2354220,0,0,0,0,0,754,0,0
2025-08-01,Organic Search,SMB,Customer,Inbound,6,2025,2025-Q3,2025-08,21.17,246,767057,767057,0,0,0,0,0,246,5207.82
2025-08-01,Email,Enterprise,Visitors,Nurture,1,2025,2025-Q3,2025-08,0,7166,0,0,7166,0,0,0,0,0,0
2025-08-01,Email,Enterprise,Leads,Nurture,2,2025,2025-Q3,2025-08,0,920,0,0,0,920,0,0,0,0,0
2025-08-01,Email,Enterprise,MQL,Nurture,3,2025,2025-Q3,2025-08,0,381,0,0,0,0,381,0,0,0,0
2025-08-01,Email,Enterprise,SQL,Nurture,4,2025,2025-Q3,2025-08,85.75,201,0,0,0,0,0,201,0,0,0
2025-08-01,Email,Enterprise,Opportunity,Nurture,5,2025,2025-Q3,2025-08,85.75,129,3783394,0,0,0,0,0,129,0,0
2025-08-01,Email,Enterprise,Customer,Nurture,6,2025,2025-Q3,2025-08,85.75,57,1667038,1667038,0,0,0,0,0,57,4887.75
2025-08-01,Email,Mid-Market,Visitors,Nurture,1,2025,2025-Q3,2025-08,0,11175,0,0,11175,0,0,0,0,0,0
2025-08-01,Email,Mid-Market,Leads,Nurture,2,2025,2025-Q3,2025-08,0,1468,0,0,0,1468,0,0,0,0,0
2025-08-01,Email,Mid-Market,MQL,Nurture,3,2025,2025-Q3,2025-08,0,601,0,0,0,0,601,0,0,0,0
2025-08-01,Email,Mid-Market,SQL,Nurture,4,2025,2025-Q3,2025-08,45.2,327,0,0,0,0,0,327,0,0,0
2025-08-01,Email,Mid-Market,Opportunity,Nurture,5,2025,2025-Q3,2025-08,45.2,208,1984629,0,0,0,0,0,208,0,0
2025-08-01,Email,Mid-Market,Customer,Nurture,6,2025,2025-Q3,2025-08,45.2,72,689310,689310,0,0,0,0,0,72,3254.4
2025-08-01,Email,SMB,Visitors,Nurture,1,2025,2025-Q3,2025-08,0,13749,0,0,13749,0,0,0,0,0,0
2025-08-01,Email,SMB,Leads,Nurture,2,2025,2025-Q3,2025-08,0,1787,0,0,0,1787,0,0,0,0,0
