Week,Campaign,Device,Platform,Objective,Funnel Stage,Year,Quarter,Month,Cost,Impressions,Reach,Clicks,Conversions,Conversion Value,Video Views
2025-08-25,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2025,2025-Q3,2025-08,1401.21,59077,24075,1263,49,3960.2,0
2025-08-25,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2025,2025-Q3,2025-08,4936.42,497287,212105,3050,21,3880.07,156816
2025-08-25,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2025,2025-Q3,2025-08,5697.94,577844,259935,3848,23,4251.63,169470
2025-08-25,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2025,2025-Q3,2025-08,1135.66,111782,51568,662,4,725.85,34398
2025-08-25,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2025,2025-Q3,2025-08,870.58,65064,27690,402,0,0,20469
2025-08-25,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2025,2025-Q3,2025-08,6191.78,684417,307307,6490,98,9716.89,0
2025-08-25,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2025,2025-Q3,2025-08,6618.89,739786,305090,8106,101,9848.53,0
2025-08-25,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2025,2025-Q3,2025-08,1424.35,161554,69601,1580,21,2027.68,0
2025-08-25,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2025,2025-Q3,2025-08,1162.97,98634,39539,946,12,1140.45,0
2025-08-25,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-08,4470.48,328252,132886,5873,330,28228.96,0
2025-08-25,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-08,5158.65,371187,140201,7529,350,30575.32,0
2025-08-25,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-08,1040.52,75543,29504,1357,63,5455.83,0
2025-08-25,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-08,778.53,42500,15495,794,35,2969.7,0
2025-08-25,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-08,5583.6,570000,217720,7868,334,27372.95,0
2025-08-25,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-08,6369.81,656572,265064,9720,353,28625.68,0
2025-08-25,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-08,1365.34,136545,57044,1816,69,5573.12,0
2025-08-25,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-08,1047.58,78768,33975,1084,41,3381.29,0
2025-08-25,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-08,7618.38,150541,69242,791,19,16434.04,0
2025-08-25,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-08,8156.82,162577,68647,974,20,17137.93,0
2025-08-25,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-08,1750.92,35519,14026,191,5,4068.32,0
2025-08-25,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-08,1340.77,20414,8291,110,0,0,0
2025-08-25,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-08,3382.68,75810,28150,541,10,4167.71,0
2025-08-25,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-08,3670.96,80042,30672,614,10,4266.11,0
2025-08-25,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-08,731.42,16234,6420,117,0,0,0
2025-08-25,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-08,553.65,9208,3428,69,0,0,0
2025-08-25,TT-Spark-Creator-UGC,Desktop,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-08,3741.99,619003,242221,7157,70,4986.61,206619
2025-08-25,TT-Spark-Creator-UGC,Mobile,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-08,4326.22,719940,296544,8995,77,5664.4,220402
2025-08-25,TT-Spark-Creator-UGC,Tablet,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-08,916.92,149395,62918,1674,14,983.87,44615
2025-08-25,TT-Spark-Creator-UGC,Connected TV,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-08,703.23,85869,38176,933,8,572.49,28299
2025-08-25,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2025,2025-Q3,2025-08,4601.5,867235,402246,3954,78,11780.83,0
2025-08-25,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2025,2025-Q3,2025-08,4986.62,949774,418384,4937,81,11996.55,0
2025-08-25,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2025,2025-Q3,2025-08,1071.01,205631,84910,1010,17,2527.08,0
2025-08-25,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2025,2025-Q3,2025-08,862.58,124771,52194,601,11,1592.84,0
2025-08-25,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2025,2025-Q3,2025-08,5583.39,277261,107801,876,6,4937.37,87649
2025-08-25,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2025,2025-Q3,2025-08,5985.07,279400,111629,948,4,3237.24,91969
2025-08-25,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2025,2025-Q3,2025-08,1206.8,56790,23662,171,0,0,19386
2025-08-25,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2025,2025-Q3,2025-08,913.22,32468,12333,103,0,0,10893
2025-09-01,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,1879.51,17363,7368,1567,132,18787.41,0
2025-09-01,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,2010.17,18796,7503,1933,132,18387.94,0
2025-09-01,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,432.25,4067,1713,373,26,3601.51,0
2025-09-01,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,348.4,2375,1027,214,15,2125.89,0
2025-09-01,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,9922.77,92384,37907,3214,111,27166.96,0
2025-09-01,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,10648.7,97335,40934,3661,95,23563.88,0
2025-09-01,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,1992.83,18417,8082,660,16,3922.15,0
2025-09-01,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,1608.1,11211,4615,411,11,2738.95,0
2025-09-01,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,7626.19,441856,163396,9864,460,36494.12,0
2025-09-01,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,8696.93,513322,197761,12310,493,40168.49,0
2025-09-01,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,1754.35,100730,40930,2170,86,7187.9,0
2025-09-01,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,1328.26,56950,23938,1196,45,3744.92,0
2025-09-01,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,4724.38,484692,216009,2927,19,3613.35,159719
2025-09-01,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,4995.4,519158,208482,3610,19,3579.18,167863
2025-09-01,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,1073.19,108348,46238,665,3,517.51,34007
2025-09-01,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,876.33,66330,29394,403,0,0,20424
2025-09-01,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,6714.35,783599,332407,7716,121,11330.62,0
2025-09-01,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,7287.07,828129,357911,8870,108,10313.28,0
2025-09-01,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,1344.71,150189,68957,1514,18,1765.31,0
2025-09-01,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,1099.77,91894,39393,958,11,1058.33,0
2025-09-01,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,4224.93,307227,119114,5942,326,28259.91,0
2025-09-01,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,4882.17,356771,145183,7476,337,28850.87,0
2025-09-01,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,972.47,69571,28926,1313,59,5175.87,0
2025-09-01,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,745.27,39879,17812,726,32,2868.4,0
2025-09-01,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,5342.37,536746,244841,7287,324,26950.25,0
2025-09-01,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,6101.4,616934,226342,9523,343,28375.56,0
2025-09-01,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,1213.71,124218,47936,1721,60,4889.59,0
2025-09-01,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,979.34,75421,30276,1020,38,3058.41,0
2025-09-01,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,7758.49,162601,62316,886,22,18180.29,0
2025-09-01,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,8319.96,170781,66614,1001,20,16726.77,0
2025-09-01,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,1551.97,31078,14462,174,3,2406.04,0
2025-09-01,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,1254.16,18944,8290,108,0,0,0
2025-09-01,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,3240.39,71186,28447,517,11,4667.48,0
2025-09-01,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,3437.12,76492,28621,600,10,4170.9,0
2025-09-01,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,691.53,15075,6577,106,0,0,0
2025-09-01,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,529.85,8306,3787,57,0,0,0
2025-09-01,TT-Spark-Creator-UGC,Desktop,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,3869.95,622406,259057,6552,71,5189.96,198193
2025-09-01,TT-Spark-Creator-UGC,Mobile,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,4142.69,673123,250627,8174,72,5197.1,210529
2025-09-01,TT-Spark-Creator-UGC,Tablet,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,878.39,145137,51872,1666,13,916.08,44186
2025-09-01,TT-Spark-Creator-UGC,Connected TV,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,715.97,88563,33025,1002,8,567.75,26511
2025-09-01,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2025,2025-Q3,2025-09,4690.41,932048,364741,4645,94,14043.88,0
2025-09-01,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2025,2025-Q3,2025-09,5088.82,988149,393549,5374,92,13463.83,0
2025-09-01,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2025,2025-Q3,2025-09,1013.3,192040,79708,925,16,2432.25,0
2025-09-01,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2025,2025-Q3,2025-09,766.57,108915,42583,543,9,1344.58,0
2025-09-01,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2025,2025-Q3,2025-09,5282.17,258600,104822,790,5,3891.11,78678
2025-09-01,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2025,2025-Q3,2025-09,5657.22,280004,108003,972,5,3845.43,89292
2025-09-01,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2025,2025-Q3,2025-09,1214.57,58287,25856,183,0,0,18093
2025-09-01,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2025,2025-Q3,2025-09,920.04,32080,14931,91,0,0,10411
2025-09-08,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,2035.82,18997,7947,1656,150,21098.71,0
2025-09-08,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,2210.07,20161,8584,1885,140,20201.32,0
2025-09-08,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,440.6,4067,1561,357,27,3866,0
2025-09-08,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,308.83,2147,865,198,13,1825.46,0
2025-09-08,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,8731.76,83501,31303,2789,86,20532.74,0
2025-09-08,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,10082.97,97485,38955,3530,95,22474.48,0
2025-09-08,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,2034.14,19351,7840,630,17,4102.63,0
2025-09-08,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,1539.93,10572,4498,356,11,2709.68,0
2025-09-08,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,7774.3,426669,191246,8597,413,34880.61,0
2025-09-08,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,8326.54,460985,192551,10680,418,34617.4,0
2025-09-08,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,1786.3,99726,39102,2066,83,6831.94,0
2025-09-08,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,1437.45,60531,24298,1299,54,4381.1,0
2025-09-08,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,5123.39,530040,224505,3123,22,3981.32,171526
2025-09-08,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,5506.55,558980,240965,3738,22,4213.68,173845
2025-09-08,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,1108.34,113562,45473,721,5,885.4,34672
2025-09-08,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,830.62,63688,23304,418,0,0,19091
2025-09-08,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,5969.39,709814,271819,7253,104,9970.64,0
2025-09-08,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,6813.43,817826,328898,8975,112,10654.28,0
2025-09-08,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,1373.97,161733,67155,1600,20,1849.71,0
2025-09-08,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,1052.83,89354,38618,860,11,1042.52,0
2025-09-08,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,4311.16,305214,141601,5406,292,25691.7,0
2025-09-08,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,4672.85,334299,144058,6804,303,26405.78,0
2025-09-08,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,991.08,71983,29245,1372,63,5425.97,0
2025-09-08,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,807.46,43866,18197,827,38,3245.35,0
2025-09-08,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,5731.33,581634,256525,8069,361,29672.57,0
2025-09-08,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,6218.58,613088,275953,9246,344,29033.39,0
2025-09-08,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,1238.79,124289,50836,1777,65,5404.94,0
2025-09-08,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,937.4,73621,28486,1091,39,3171.89,0
2025-09-08,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,6801.15,140318,54822,789,18,15503.67,0
2025-09-08,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,7868.4,164137,69738,1000,19,16322.4,0
2025-09-08,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,1586.43,33564,14457,184,4,3365.59,0
2025-09-08,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,1199.97,17675,7994,94,0,0,0
2025-09-08,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,3034.62,65550,27489,438,10,4318.63,0
2025-09-08,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,3287.89,72080,31211,548,9,3850.59,0
2025-09-08,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,705.08,15576,6408,113,0,0,0
2025-09-08,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,569.21,9496,4071,67,0,0,0
2025-09-08,TT-Spark-Creator-UGC,Desktop,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,3894.04,638197,290149,6947,74,5312.07,198021
2025-09-08,TT-Spark-Creator-UGC,Mobile,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,4173.18,669741,313159,7818,71,5246.37,204701
2025-09-08,TT-Spark-Creator-UGC,Tablet,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,841.26,131128,56791,1452,12,862.13,41436
2025-09-08,TT-Spark-Creator-UGC,Connected TV,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,677.93,82395,32585,953,8,587.6,25515
2025-09-08,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2025,2025-Q3,2025-09,4155.42,778541,324190,3782,75,11327.81,0
2025-09-08,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2025,2025-Q3,2025-09,5120.17,969832,422703,5071,88,13291.26,0
2025-09-08,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2025,2025-Q3,2025-09,1033.2,198308,80246,927,17,2516.2,0
2025-09-08,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2025,2025-Q3,2025-09,792.45,110033,45372,500,9,1375.29,0
2025-09-08,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2025,2025-Q3,2025-09,5384.81,258289,98405,765,5,4047.18,80538
2025-09-08,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2025,2025-Q3,2025-09,5840.62,282677,111388,896,5,3977.54,86785
2025-09-08,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2025,2025-Q3,2025-09,1149.01,56453,20753,169,0,0,17065
2025-09-08,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2025,2025-Q3,2025-09,937.53,34496,13495,101,0,0,10915
2025-09-15,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,1812.86,16711,6422,1597,134,18972.67,0
2025-09-15,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,2068.42,19315,7713,1999,144,20316.37,0
2025-09-15,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,417.15,3782,1594,348,25,3581.53,0
2025-09-15,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2025,2025-Q3,2025-09,319.73,2169,948,195,15,2216.86,0
2025-09-15,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,9022.68,81325,32700,2654,88,22311.72,0
2025-09-15,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,9665.41,87989,31719,3308,89,22325.18,0
2025-09-15,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,1898.95,17566,6762,587,17,4191.35,0
2025-09-15,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2025,2025-Q3,2025-09,1551.28,10754,4908,355,11,2683.16,0
2025-09-15,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,7264.93,422659,175143,8861,428,34009.13,0
2025-09-15,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,7874.84,446447,194993,9479,379,30852.13,0
2025-09-15,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,1692.2,93934,42946,1864,74,6178.39,0
2025-09-15,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2025,2025-Q3,2025-09,1281.12,53253,20049,1104,44,3515.21,0
2025-09-15,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,4508.56,464222,181071,2970,21,3811.61,143069
2025-09-15,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,5212.17,540092,225743,3738,21,3804.15,162904
2025-09-15,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,1104.54,110836,47391,689,5,915.05,35235
2025-09-15,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2025,2025-Q3,2025-09,847.19,61528,27399,366,0,0,20255
2025-09-15,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,6491.15,722661,296658,6714,106,10387.05,0
2025-09-15,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,7029.25,796020,295910,8983,116,11150.07,0
2025-09-15,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,1400.86,160417,56351,1627,19,1808.68,0
2025-09-15,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2025,2025-Q3,2025-09,1128.15,97410,40970,968,13,1228.44,0
2025-09-15,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,4394.54,327927,125863,6394,352,29592.1,0
2025-09-15,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,4711.4,344450,134778,6801,309,26671.38,0
2025-09-15,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,949.83,67619,27862,1177,52,4572.81,0
2025-09-15,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2025,2025-Q3,2025-09,709.74,38175,14552,695,29,2437.68,0
2025-09-15,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,5086.26,528089,212768,7620,314,25134.42,0
2025-09-15,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,5883.57,619251,262924,9659,345,27517.83,0
2025-09-15,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,1247.39,127507,55675,1769,65,5289.59,0
2025-09-15,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2025,2025-Q3,2025-09,956.58,70436,32038,952,35,2925.05,0
2025-09-15,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,7485.66,150913,64080,831,21,17953.78,0
2025-09-15,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,8121.65,165085,64098,1041,22,18504.97,0
2025-09-15,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,1598.31,33182,11850,195,4,3246.96,0
2025-09-15,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,1303.56,20221,8849,119,0,0,0
2025-09-15,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,3095.94,70936,27571,521,10,4216.03,0
2025-09-15,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,3358.21,74845,30702,597,10,4331.72,0
2025-09-15,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,668.55,14532,6199,102,0,0,0
2025-09-15,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q3,2025-09,505.6,7936,3117,58,0,0,0
2025-09-15,TT-Spark-Creator-UGC,Desktop,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,3413.3,573336,232352,6470,63,4591.39,184306
2025-09-15,TT-Spark-Creator-UGC,Mobile,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,3944.76,643620,280784,7821,66,4733.9,200811
2025-09-15,TT-Spark-Creator-UGC,Tablet,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,847.34,139926,62654,1532,14,985.09,42825
2025-09-15,TT-Spark-Creator-UGC,Connected TV,TikTok Ads,Awareness,Top,2025,2025-Q3,2025-09,641.7,76982,35822,811,7,517.3,24334
2025-09-15,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2025,2025-Q3,2025-09,4580.2,872538,380904,4141,86,12767.14,0
