Week,Platform,Post Type,Platform Group,Format Group,Year,Quarter,Month,Posts,Impressions,Reach,Engagements,Likes,Comments,Shares,Saves,Link Clicks,Followers Gained,Followers Lost,Video Views,Mentions,Sentiment Pool
2025-07-21,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-07,9,130837,88638,1539,1048,136,123,133,664,155,58,74520,139,55.57
2025-07-21,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-07,13,77661,47203,655,454,52,61,54,284,99,35,0,167,107.07
2025-07-21,Facebook,Text,Community,Static,2025,2025-Q3,2025-07,6,23656,15145,142,92,12,12,8,108,36,10,0,48,28.78
2025-07-21,LinkedIn,Long Video,Professional,Video,2025,2025-Q3,2025-07,3,43083,26560,657,457,50,64,55,126,59,23,20710,46,24.57
2025-07-28,Instagram,Image,Visual,Static,2025,2025-Q3,2025-07,13,261730,167896,7499,5244,602,730,627,1043,385,154,0,226,127.32
2025-07-28,Instagram,Carousel,Visual,Static,2025,2025-Q3,2025-07,8,205126,141950,9093,6437,859,803,791,1180,277,104,0,93,25.86
2025-07-28,Instagram,Short Video,Visual,Video,2025,2025-Q3,2025-07,19,692185,475268,34296,23606,3267,3043,2647,4024,1027,289,408150,180,94.06
2025-07-28,Instagram,Story,Visual,Ephemeral,2025,2025-Q3,2025-07,17,251465,174188,8635,6142,812,664,801,1435,301,91,0,199,75.35
2025-07-28,LinkedIn,Image,Professional,Static,2025,2025-Q3,2025-07,8,90858,61076,1744,1173,158,177,124,480,154,50,0,105,65.1
2025-07-28,LinkedIn,Carousel,Professional,Static,2025,2025-Q3,2025-07,6,99209,59441,2243,1572,170,195,188,391,118,42,0,85,40.92
2025-07-28,LinkedIn,Short Video,Professional,Video,2025,2025-Q3,2025-07,8,204796,135129,5150,3676,444,417,484,948,288,122,113809,133,70.97
2025-07-28,LinkedIn,Text,Professional,Static,2025,2025-Q3,2025-07,7,41255,25804,552,365,49,52,35,220,61,18,0,83,45.9
2025-07-28,TikTok,Short Video,Short Video,Video,2025,2025-Q3,2025-07,24,1540576,985059,98546,67262,8537,9613,7370,7340,2283,732,795018,262,177
2025-07-28,TikTok,Story,Short Video,Ephemeral,2025,2025-Q3,2025-07,24,613775,436709,27390,18962,2728,2286,1818,3251,848,246,0,261,107.3
2025-07-28,X (Twitter),Image,Conversation,Static,2025,2025-Q3,2025-07,12,121210,75653,1427,981,126,141,112,555,183,63,0,159,93.26
2025-07-28,X (Twitter),Short Video,Conversation,Video,2025,2025-Q3,2025-07,11,188841,140316,3796,2613,397,292,292,1349,249,81,123210,144,67.33
2025-07-28,X (Twitter),Text,Conversation,Static,2025,2025-Q3,2025-07,9,52371,32078,488,342,38,49,41,235,81,28,0,117,76.46
2025-07-28,YouTube,Short Video,Video,Video,2025,2025-Q3,2025-07,6,297814,192024,10344,7275,890,958,911,1085,335,127,149525,92,46.96
2025-07-28,Facebook,Image,Community,Static,2025,2025-Q3,2025-07,10,88965,55942,658,465,54,61,58,373,120,45,0,144,80.29
2025-07-28,Facebook,Carousel,Community,Static,2025,2025-Q3,2025-07,7,75687,54163,833,580,81,69,72,468,102,37,0,103,43.95
2025-07-28,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-07,12,160655,109338,2181,1473,208,197,153,955,231,71,97301,133,69.21
2025-07-28,Facebook,Text,Community,Static,2025,2025-Q3,2025-07,7,37375,23427,212,152,18,19,21,156,48,18,0,118,57.65
2025-07-28,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-07,10,62575,44806,530,373,54,39,46,403,88,35,0,150,73.37
2025-07-28,Facebook,Long Video,Community,Video,2025,2025-Q3,2025-07,4,37670,22173,284,194,25,32,23,139,63,23,19771,54,39.41
2025-08-04,Instagram,Image,Visual,Static,2025,2025-Q3,2025-08,11,184269,140321,6043,4032,666,510,435,1493,269,84,0,126,55.35
2025-08-04,Instagram,Carousel,Visual,Static,2025,2025-Q3,2025-08,10,233744,140256,10231,6954,827,1058,728,960,366,121,0,112,76.91
2025-08-04,Instagram,Short Video,Visual,Video,2025,2025-Q3,2025-08,15,570578,334444,23519,16493,1721,2146,1991,1811,693,243,312532,207,102.04
2025-08-04,Instagram,Story,Visual,Ephemeral,2025,2025-Q3,2025-08,23,276833,171924,9300,6192,752,909,593,1262,416,123,0,211,132.71
2025-08-04,LinkedIn,Image,Professional,Static,2025,2025-Q3,2025-08,9,116440,74117,1890,1327,153,173,161,469,157,63,0,155,77.96
2025-08-04,LinkedIn,Carousel,Professional,Static,2025,2025-Q3,2025-08,6,93229,65175,2421,1690,232,203,199,560,122,44,0,74,33.62
2025-08-04,LinkedIn,Short Video,Professional,Video,2025,2025-Q3,2025-08,11,246190,167265,7158,4851,674,631,512,1403,358,110,144918,120,60.45
2025-08-04,LinkedIn,Text,Professional,Static,2025,2025-Q3,2025-08,6,45417,28722,584,415,51,56,52,208,63,24,0,97,53.92
2025-08-04,TikTok,Short Video,Short Video,Video,2025,2025-Q3,2025-08,17,1300707,860431,71122,52042,6301,5669,6026,6344,1732,646,729802,255,126.54
2025-08-04,TikTok,Story,Short Video,Ephemeral,2025,2025-Q3,2025-08,22,523461,317164,22199,15207,1761,2164,1666,1901,764,253,0,257,155.89
2025-08-04,X (Twitter),Image,Conversation,Static,2025,2025-Q3,2025-08,8,79673,54121,902,629,84,74,74,443,97,36,0,147,65.59
2025-08-04,X (Twitter),Short Video,Conversation,Video,2025,2025-Q3,2025-08,16,283760,179609,5640,3815,483,530,402,1307,439,140,155985,165,109.1
2025-08-04,X (Twitter),Text,Conversation,Static,2025,2025-Q3,2025-08,9,52930,34833,487,347,43,44,42,264,72,29,0,133,72.26
2025-08-04,YouTube,Short Video,Video,Video,2025,2025-Q3,2025-08,6,288937,212666,10109,7059,1041,758,842,1983,365,130,182519,82,29.2
2025-08-04,Facebook,Image,Community,Static,2025,2025-Q3,2025-08,7,52865,35088,379,257,36,28,30,337,63,21,0,98,39.02
2025-08-04,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-08,11,171709,108491,2118,1476,175,195,178,714,227,83,92010,157,91.82
2025-08-04,Facebook,Text,Community,Static,2025,2025-Q3,2025-08,7,30951,21409,178,123,17,14,14,195,36,12,0,69,25.52
2025-08-04,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-08,16,90946,60245,858,591,78,81,66,467,140,38,0,137,87.53
2025-08-04,LinkedIn,Long Video,Professional,Video,2025,2025-Q3,2025-08,3,42567,24366,712,493,48,78,58,107,67,25,19872,44,29.84
2025-08-04,Facebook,Carousel,Community,Static,2025,2025-Q3,2025-08,6,53712,34923,638,423,56,62,41,260,82,24,0,52,32.68
2025-08-04,Facebook,Long Video,Community,Video,2025,2025-Q3,2025-08,2,17110,10588,142,99,11,17,13,51,33,13,8270,32,26.16
2025-08-11,Instagram,Image,Visual,Static,2025,2025-Q3,2025-08,13,243481,156165,7076,4847,586,678,551,1057,353,121,0,161,88.57
2025-08-11,Instagram,Carousel,Visual,Static,2025,2025-Q3,2025-08,10,253014,159678,10402,7294,834,968,879,1002,342,128,0,164,88.25
2025-08-11,Instagram,Short Video,Visual,Video,2025,2025-Q3,2025-08,15,531362,372969,25590,17828,2484,2064,2158,3127,661,232,326003,202,80.89
2025-08-11,Instagram,Story,Visual,Ephemeral,2025,2025-Q3,2025-08,22,323767,200044,10555,7477,840,1021,927,1453,460,176,0,333,195.98
2025-08-11,LinkedIn,Image,Professional,Static,2025,2025-Q3,2025-08,7,78624,58249,1398,945,149,110,110,584,102,38,0,112,44.71
2025-08-11,LinkedIn,Carousel,Professional,Static,2025,2025-Q3,2025-08,7,93617,59472,2498,1661,228,247,165,540,144,44,0,87,50.15
2025-08-11,LinkedIn,Short Video,Professional,Video,2025,2025-Q3,2025-08,11,254331,157385,7070,4904,506,713,567,800,397,141,135224,139,88.5
2025-08-11,LinkedIn,Text,Professional,Static,2025,2025-Q3,2025-08,7,46732,33591,605,402,62,43,47,315,54,21,0,106,38.05
2025-08-11,TikTok,Short Video,Short Video,Video,2025,2025-Q3,2025-08,21,1278913,864841,78870,53851,7290,6759,5901,6810,1746,554,734564,240,106.23
2025-08-11,TikTok,Story,Short Video,Ephemeral,2025,2025-Q3,2025-08,24,612410,404969,26685,19010,2336,2434,2415,3048,838,319,0,352,184.15
2025-08-11,X (Twitter),Image,Conversation,Static,2025,2025-Q3,2025-08,12,105162,74561,1452,970,144,143,98,664,178,61,0,133,77.77
2025-08-11,X (Twitter),Short Video,Conversation,Video,2025,2025-Q3,2025-08,13,270606,175277,4982,3618,420,440,504,1187,397,176,149195,229,114.77
2025-08-11,X (Twitter),Text,Conversation,Static,2025,2025-Q3,2025-08,7,30809,20131,290,189,30,27,18,191,44,13,0,96,47.56
2025-08-11,Facebook,Image,Community,Static,2025,2025-Q3,2025-08,11,90787,57098,735,507,66,76,58,440,150,53,0,148,97.46
2025-08-11,Facebook,Carousel,Community,Static,2025,2025-Q3,2025-08,7,84229,53595,955,693,81,90,93,369,115,48,0,101,44.63
2025-08-11,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-08,9,134321,96837,1661,1157,169,125,135,880,184,68,85107,111,48.97
2025-08-11,Facebook,Long Video,Community,Video,2025,2025-Q3,2025-08,2,17366,12105,150,101,14,16,11,104,31,10,7534,25,15.31
2025-08-11,Facebook,Text,Community,Static,2025,2025-Q3,2025-08,7,30339,18208,187,128,16,21,13,134,48,16,0,83,47.31
2025-08-11,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-08,10,63465,39765,506,363,40,45,47,251,80,31,0,163,75.61
2025-08-11,YouTube,Short Video,Video,Video,2025,2025-Q3,2025-08,6,244921,159568,8973,6005,803,843,593,1231,371,106,137590,49,30.4
2025-08-11,LinkedIn,Long Video,Professional,Video,2025,2025-Q3,2025-08,2,25812,14871,344,241,25,29,30,74,41,16,12662,32,23.15
2025-08-18,Instagram,Image,Visual,Static,2025,2025-Q3,2025-08,10,179734,119046,4891,3450,430,421,423,884,220,87,0,163,84.17
2025-08-18,Instagram,Carousel,Visual,Static,2025,2025-Q3,2025-08,8,175367,119424,7384,4996,783,599,524,1190,217,73,0,128,52.42
2025-08-18,Instagram,Short Video,Visual,Video,2025,2025-Q3,2025-08,20,641055,408314,31930,21459,2658,3169,2090,3180,1013,304,407373,195,127.08
2025-08-18,Instagram,Story,Visual,Ephemeral,2025,2025-Q3,2025-08,18,225205,153746,7094,4847,721,547,535,1438,259,82,0,262,95.77
2025-08-18,LinkedIn,Image,Professional,Static,2025,2025-Q3,2025-08,9,109052,68128,1933,1335,154,161,158,425,127,43,0,119,72.27
2025-08-18,LinkedIn,Carousel,Professional,Static,2025,2025-Q3,2025-08,5,82074,51891,1952,1316,156,177,139,330,105,40,0,80,40.84
2025-08-18,LinkedIn,Short Video,Professional,Video,2025,2025-Q3,2025-08,9,196525,135263,5607,3897,528,478,470,1099,258,89,118529,114,51.5
2025-08-18,LinkedIn,Long Video,Professional,Video,2025,2025-Q3,2025-08,1,13486,7324,194,133,13,19,15,29,18,6,6110,10,6.5
2025-08-18,TikTok,Short Video,Short Video,Video,2025,2025-Q3,2025-08,21,1357108,824244,79850,55366,6322,7911,6158,4977,2054,706,769009,264,165.97
2025-08-18,TikTok,Story,Short Video,Ephemeral,2025,2025-Q3,2025-08,27,590619,384921,26251,17669,2287,2430,1566,3216,865,241,0,288,158.12
2025-08-18,X (Twitter),Image,Conversation,Static,2025,2025-Q3,2025-08,11,114183,70512,1194,824,93,104,106,414,129,51,0,179,79.74
2025-08-18,X (Twitter),Short Video,Conversation,Video,2025,2025-Q3,2025-08,13,213280,142189,4095,2766,374,345,288,1110,281,87,122126,141,59.64
2025-08-18,X (Twitter),Text,Conversation,Static,2025,2025-Q3,2025-08,9,52019,33433,467,326,39,43,40,216,71,26,0,138,74.45
2025-08-18,YouTube,Short Video,Video,Video,2025,2025-Q3,2025-08,6,317527,207935,10097,7362,867,881,1022,1442,425,187,177362,113,55.15
2025-08-18,Facebook,Image,Community,Static,2025,2025-Q3,2025-08,8,61659,41325,434,298,39,33,35,313,73,30,0,136,57.64
2025-08-18,Facebook,Carousel,Community,Static,2025,2025-Q3,2025-08,7,62734,41435,672,455,61,54,49,351,74,23,0,75,29.58
2025-08-18,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-08,13,170957,109186,2115,1407,184,198,136,797,257,75,93922,109,68.54
2025-08-18,Facebook,Text,Community,Static,2025,2025-Q3,2025-08,6,26577,17656,151,104,14,13,13,133,32,12,0,97,44.87
2025-08-18,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-08,12,63612,43897,556,379,53,44,42,358,77,25,0,141,52.15
2025-08-18,LinkedIn,Text,Professional,Static,2025,2025-Q3,2025-08,6,35964,24013,526,355,46,51,38,185,60,18,0,63,40.44
2025-08-18,Facebook,Long Video,Community,Video,2025,2025-Q3,2025-08,4,32975,19898,247,168,19,26,19,127,52,19,17197,49,31.8
2025-08-25,Instagram,Image,Visual,Static,2025,2025-Q3,2025-08,14,264071,182274,8005,5532,772,709,635,1609,392,113,0,122,68.48
2025-08-25,Instagram,Carousel,Visual,Static,2025,2025-Q3,2025-08,11,257839,171381,12326,8452,1107,1273,963,1296,428,153,0,147,73.15
2025-08-25,Instagram,Short Video,Visual,Video,2025,2025-Q3,2025-08,20,800735,504844,38950,27853,3198,3825,3570,3317,940,374,431586,287,138.25
2025-08-25,Instagram,Story,Visual,Ephemeral,2025,2025-Q3,2025-08,25,315398,206098,11950,8126,1040,1271,893,1486,452,150,0,298,165.5
2025-08-25,LinkedIn,Image,Professional,Static,2025,2025-Q3,2025-08,8,97559,64556,1504,1073,132,115,138,456,123,51,0,140,78.32
2025-08-25,LinkedIn,Carousel,Professional,Static,2025,2025-Q3,2025-08,6,77669,57775,2132,1424,228,176,140,583,103,37,0,92,37.4
2025-08-25,LinkedIn,Short Video,Professional,Video,2025,2025-Q3,2025-08,13,254506,159497,7388,4927,607,730,477,1221,393,115,157002,124,78.6
2025-08-25,LinkedIn,Text,Professional,Static,2025,2025-Q3,2025-08,6,38660,25358,473,333,41,40,48,185,46,20,0,118,51.89
2025-08-25,TikTok,Short Video,Short Video,Video,2025,2025-Q3,2025-08,19,1257441,860956,80667,57451,7352,6445,7286,6931,1524,489,756063,223,97.05
2025-08-25,TikTok,Story,Short Video,Ephemeral,2025,2025-Q3,2025-08,28,712934,438377,31287,22063,2624,2709,2692,2980,904,335,0,418,213.87
2025-08-25,X (Twitter),Image,Conversation,Static,2025,2025-Q3,2025-08,9,76006,56623,947,641,101,74,74,555,102,34,0,116,45.18
2025-08-25,X (Twitter),Short Video,Conversation,Video,2025,2025-Q3,2025-08,14,250898,152031,4991,3455,394,507,394,910,388,133,148239,169,111.58
2025-08-25,X (Twitter),Text,Conversation,Static,2025,2025-Q3,2025-08,7,35216,25009,299,204,30,21,23,223,38,16,0,119,41.36
2025-08-25,YouTube,Short Video,Video,Video,2025,2025-Q3,2025-08,7,317021,225211,11371,7944,1112,918,774,1655,413,118,194311,79,30.77
2025-08-25,Facebook,Image,Community,Static,2025,2025-Q3,2025-08,9,61892,40876,502,334,44,47,36,316,92,32,0,121,63.18
2025-08-25,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-08,9,146464,91161,1711,1230,136,160,161,576,204,84,78425,145,74.7
2025-08-25,Facebook,Text,Community,Static,2025,2025-Q3,2025-08,7,26817,18357,162,108,18,14,11,170,36,12,0,110,50.13
2025-08-25,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-08,15,80507,50051,755,516,62,78,55,360,133,43,0,167,115.99
2025-08-25,Facebook,Carousel,Community,Static,2025,2025-Q3,2025-08,6,56254,33916,669,457,56,72,49,271,91,31,0,71,49.02
2025-08-25,LinkedIn,Long Video,Professional,Video,2025,2025-Q3,2025-08,1,14249,8199,229,160,16,24,20,41,23,9,6978,13,9.37
2025-09-01,Instagram,Image,Visual,Static,2025,2025-Q3,2025-09,11,213215,125117,5168,3631,373,464,444,659,295,113,0,150,84.77
2025-09-01,Instagram,Carousel,Visual,Static,2025,2025-Q3,2025-09,8,173611,114488,6689,4657,582,532,611,830,198,80,0,137,55.08
2025-09-01,Instagram,Short Video,Visual,Video,2025,2025-Q3,2025-09,16,479235,309344,21117,14127,2210,1720,1429,3030,561,164,323800,194,80.34
2025-09-01,Instagram,Story,Visual,Ephemeral,2025,2025-Q3,2025-09,18,226951,148914,7273,5039,615,647,587,1017,300,124,0,336,162.23
2025-09-01,LinkedIn,Image,Professional,Static,2025,2025-Q3,2025-09,8,94718,64370,1667,1154,156,146,131,526,136,47,0,97,49.58
2025-09-01,LinkedIn,Short Video,Professional,Video,2025,2025-Q3,2025-09,11,263394,164019,7427,5276,599,728,663,1215,385,148,148397,171,102.53
2025-09-01,LinkedIn,Text,Professional,Static,2025,2025-Q3,2025-09,7,43376,31286,597,420,61,49,51,294,60,22,0,76,33.67
2025-09-01,TikTok,Short Video,Short Video,Video,2025,2025-Q3,2025-09,24,1298479,802638,80390,53118,6869,7786,5130,6713,1913,565,783431,223,140.67
2025-09-01,TikTok,Story,Short Video,Ephemeral,2025,2025-Q3,2025-09,20,422418,302931,17966,12094,1825,1377,1249,2823,478,161,0,321,116.1
2025-09-01,X (Twitter),Image,Conversation,Static,2025,2025-Q3,2025-09,11,101632,65113,1248,853,108,122,93,480,146,47,0,125,83.41
2025-09-01,X (Twitter),Short Video,Conversation,Video,2025,2025-Q3,2025-09,15,278438,186197,5637,4023,500,518,516,1442,390,149,164329,223,84.16
2025-09-01,X (Twitter),Text,Conversation,Static,2025,2025-Q3,2025-09,9,44420,29290,457,312,40,48,35,224,76,25,0,98,68.01
2025-09-01,YouTube,Short Video,Video,Video,2025,2025-Q3,2025-09,6,259143,157351,8671,5922,675,805,641,1078,350,114,156589,70,39.24
2025-09-01,Facebook,Image,Community,Static,2025,2025-Q3,2025-09,10,82446,51840,620,434,49,59,53,321,112,44,0,156,81.71
2025-09-01,Facebook,Carousel,Community,Static,2025,2025-Q3,2025-09,6,60116,40517,680,477,63,59,60,317,78,29,0,102,38.39
2025-09-01,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-09,11,147718,103444,1917,1297,187,159,141,897,199,62,97715,101,43.22
2025-09-01,Facebook,Long Video,Community,Video,2025,2025-Q3,2025-09,3,26972,15061,193,134,12,21,15,67,39,15,12690,37,25.52
2025-09-01,Facebook,Text,Community,Static,2025,2025-Q3,2025-09,7,31629,21032,193,134,17,18,16,133,47,17,0,102,43.9
2025-09-01,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-09,16,97603,63134,885,632,75,84,81,455,111,44,0,210,97.38
2025-09-01,LinkedIn,Carousel,Professional,Static,2025,2025-Q3,2025-09,6,81545,55242,2406,1630,223,247,177,443,139,45,0,66,43.55
2025-09-08,Instagram,Image,Visual,Static,2025,2025-Q3,2025-09,10,174087,126380,4988,3393,510,409,375,1169,244,82,0,117,48.14
2025-09-08,Instagram,Carousel,Visual,Static,2025,2025-Q3,2025-09,10,213256,142549,9481,6498,875,859,728,1196,304,103,0,119,61.99
2025-09-08,Instagram,Short Video,Visual,Video,2025,2025-Q3,2025-09,20,652362,439652,35306,23961,3234,3623,2614,3470,1114,377,371988,236,156.34
2025-09-08,Instagram,Story,Visual,Ephemeral,2025,2025-Q3,2025-09,20,229341,162927,8313,5558,840,740,646,1545,325,111,0,265,125.3
2025-09-08,LinkedIn,Image,Professional,Static,2025,2025-Q3,2025-09,9,112873,69936,1813,1271,133,172,155,375,181,69,0,127,82.45
2025-09-08,LinkedIn,Carousel,Professional,Static,2025,2025-Q3,2025-09,5,69877,46959,1612,1110,144,125,165,366,76,35,0,80,40.8
2025-09-08,LinkedIn,Short Video,Professional,Video,2025,2025-Q3,2025-09,10,202916,139064,5594,3714,581,452,353,1344,240,77,135510,136,52.67
2025-09-08,LinkedIn,Long Video,Professional,Video,2025,2025-Q3,2025-09,1,14289,8371,237,167,17,26,21,44,24,8,7167,13,9.67
2025-09-08,LinkedIn,Text,Professional,Static,2025,2025-Q3,2025-09,7,46258,28383,526,366,42,43,43,177,59,21,0,94,55.79
2025-09-08,TikTok,Short Video,Short Video,Video,2025,2025-Q3,2025-09,23,1539275,957248,91211,64282,7880,8725,8029,6843,2148,827,864035,354,202.67
2025-09-08,TikTok,Story,Short Video,Ephemeral,2025,2025-Q3,2025-09,31,651451,444632,32482,21917,3014,3335,2334,3487,1110,392,0,418,260.34
2025-09-08,X (Twitter),Image,Conversation,Static,2025,2025-Q3,2025-09,9,89781,57833,901,652,75,74,89,384,124,55,0,145,78.54
2025-09-08,X (Twitter),Short Video,Conversation,Video,2025,2025-Q3,2025-09,15,220142,135065,4276,2815,367,409,268,1112,307,90,129248,169,92.94
2025-09-08,X (Twitter),Text,Conversation,Static,2025,2025-Q3,2025-09,9,47371,29617,388,277,30,32,37,185,52,22,0,154,86.63
2025-09-08,YouTube,Short Video,Video,Video,2025,2025-Q3,2025-09,7,322566,215939,10818,7657,967,895,958,1674,391,151,190548,103,45.76
2025-09-08,Facebook,Image,Community,Static,2025,2025-Q3,2025-09,7,50960,36735,368,257,36,26,33,320,59,21,0,99,44.99
2025-09-08,Facebook,Carousel,Community,Static,2025,2025-Q3,2025-09,7,54783,37963,679,446,70,62,45,366,80,26,0,93,45.04
2025-09-08,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-09,13,179531,108097,2356,1618,182,248,180,717,268,87,103804,150,94.31
2025-09-08,Facebook,Text,Community,Static,2025,2025-Q3,2025-09,6,22509,16047,124,84,12,9,11,144,25,8,0,94,32.18
2025-09-08,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-09,14,64897,43809,577,385,57,50,39,394,87,26,0,173,78.26
2025-09-08,Facebook,Long Video,Community,Video,2025,2025-Q3,2025-09,2,15573,8681,105,73,7,11,9,39,23,7,7310,22,15.03
2025-09-15,Instagram,Image,Visual,Static,2025,2025-Q3,2025-09,13,210761,136369,6303,4220,550,613,420,997,333,96,0,119,76.37
2025-09-15,Instagram,Carousel,Visual,Static,2025,2025-Q3,2025-09,10,237455,145794,9633,6749,760,891,833,884,306,112,0,142,94.01
2025-09-15,Instagram,Short Video,Visual,Video,2025,2025-Q3,2025-09,18,599204,398949,28347,19769,2452,2585,2353,2875,836,330,338541,348,131.79
2025-09-15,Instagram,Story,Visual,Ephemeral,2025,2025-Q3,2025-09,23,292803,191373,10406,7193,908,1014,846,1067,359,126,0,311,175.93
2025-09-15,LinkedIn,Image,Professional,Static,2025,2025-Q3,2025-09,7,81437,57225,1385,967,133,112,118,478,103,38,0,99,38.02
2025-09-15,LinkedIn,Carousel,Professional,Static,2025,2025-Q3,2025-09,7,90864,62260,2365,1624,224,199,177,529,125,41,0,86,40.91
2025-09-15,LinkedIn,Short Video,Professional,Video,2025,2025-Q3,2025-09,13,256686,172661,8030,5421,735,783,579,1314,403,134,145328,148,89.64
2025-09-15,LinkedIn,Text,Professional,Static,2025,2025-Q3,2025-09,6,41062,28831,501,354,49,36,46,239,55,22,0,96,40.07
2025-09-15,TikTok,Short Video,Short Video,Video,2025,2025-Q3,2025-09,20,1151366,832719,71006,48570,7296,5489,5386,7910,1414,459,756780,348,131.56
2025-09-15,TikTok,Story,Short Video,Ephemeral,2025,2025-Q3,2025-09,24,558658,354942,24068,16876,1945,1898,2194,2194,618,252,0,418,174.18
2025-09-15,X (Twitter),Image,Conversation,Static,2025,2025-Q3,2025-09,9,80567,52590,918,627,80,79,67,384,109,35,0,100,47.17
2025-09-15,X (Twitter),Short Video,Conversation,Video,2025,2025-Q3,2025-09,15,274351,169235,5205,3653,436,504,450,1101,387,144,146346,225,130.02
2025-09-15,X (Twitter),Text,Conversation,Static,2025,2025-Q3,2025-09,7,36385,25978,333,232,33,27,28,233,47,17,0,94,37.24
2025-09-15,YouTube,Short Video,Video,Video,2025,2025-Q3,2025-09,7,272243,177742,9566,6452,902,859,556,1681,375,101,176617,94,46.62
2025-09-15,Facebook,Image,Community,Static,2025,2025-Q3,2025-09,10,73063,44522,538,364,45,49,39,289,108,35,0,103,67.44
2025-09-15,Facebook,Carousel,Community,Static,2025,2025-Q3,2025-09,5,48587,31343,578,405,49,57,47,215,72,26,0,74,42.08
2025-09-15,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-09,11,153188,100802,1909,1328,168,169,154,762,194,69,87789,136,69.82
2025-09-15,Facebook,Text,Community,Static,2025,2025-Q3,2025-09,7,26113,17326,164,112,15,16,13,143,40,13,0,81,45.59
2025-09-15,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-09,14,74559,48894,715,493,62,74,57,352,120,44,0,194,121.96
2025-09-15,LinkedIn,Long Video,Professional,Video,2025,2025-Q3,2025-09,2,29402,17862,524,376,41,59,47,106,54,20,15469,30,23.78
2025-09-22,Instagram,Image,Visual,Static,2025,2025-Q3,2025-09,12,250717,158239,7277,5260,598,714,710,1068,327,131,0,161,89.17
2025-09-22,Instagram,Carousel,Visual,Static,2025,2025-Q3,2025-09,7,176088,125316,7130,5109,706,520,669,1094,227,81,0,99,40.83
2025-09-22,Instagram,Short Video,Visual,Video,2025,2025-Q3,2025-09,18,501300,364546,27078,18085,2821,2459,1971,2931,778,253,297473,210,102.94
2025-09-22,Instagram,Story,Visual,Ephemeral,2025,2025-Q3,2025-09,15,182203,129581,5602,3894,545,396,452,1096,216,77,0,214,103.3
2025-09-22,LinkedIn,Image,Professional,Static,2025,2025-Q3,2025-09,7,71886,45519,1256,839,106,123,82,309,113,33,0,64,41.46
2025-09-22,LinkedIn,Carousel,Professional,Static,2025,2025-Q3,2025-09,5,71910,45299,1828,1273,148,167,148,301,100,36,0,65,35.78
2025-09-22,LinkedIn,Short Video,Professional,Video,2025,2025-Q3,2025-09,10,206178,136739,5631,3905,472,494,482,960,271,117,114213,193,91.94
2025-09-22,LinkedIn,Text,Professional,Static,2025,2025-Q3,2025-09,7,41596,27971,572,391,52,53,42,219,63,20,0,55,33.68
2025-09-22,TikTok,Short Video,Short Video,Video,2025,2025-Q3,2025-09,27,1518427,1056275,112435,76453,9577,11874,8413,7355,2315,767,827999,316,164.05
2025-09-22,TikTok,Story,Short Video,Ephemeral,2025,2025-Q3,2025-09,23,437342,334527,21522,14690,2073,1772,1611,2909,649,211,0,288,125.29
2025-09-22,X (Twitter),Image,Conversation,Static,2025,2025-Q3,2025-09,11,102505,62868,1157,797,93,114,89,408,154,52,0,136,84.57
2025-09-22,X (Twitter),Short Video,Conversation,Video,2025,2025-Q3,2025-09,11,167950,121343,3314,2227,340,250,224,1150,195,66,109197,188,70.67
2025-09-22,X (Twitter),Text,Conversation,Static,2025,2025-Q3,2025-09,9,46422,28610,407,280,34,37,32,189,70,24,0,110,78.52
2025-09-22,YouTube,Short Video,Video,Video,2025,2025-Q3,2025-09,6,265875,171752,9983,6964,849,875,849,1190,361,132,144631,89,45.02
2025-09-22,Facebook,Image,Community,Static,2025,2025-Q3,2025-09,9,75624,48027,513,369,41,45,50,305,109,46,0,153,86.2
2025-09-22,Facebook,Carousel,Community,Static,2025,2025-Q3,2025-09,6,52490,37898,581,393,59,41,52,348,60,25,0,98,35.8
2025-09-22,Facebook,Short Video,Community,Video,2025,2025-Q3,2025-09,13,155351,100119,1970,1308,184,175,130,928,208,61,100918,161,79.56
2025-09-22,Facebook,Text,Community,Static,2025,2025-Q3,2025-09,7,32505,20544,172,123,14,14,16,132,36,14,0,120,72.35
2025-09-22,Facebook,Story,Community,Ephemeral,2025,2025-Q3,2025-09,11,55573,38352,500,343,48,43,39,314,53,19,0,190,59.71
2025-09-22,Facebook,Long Video,Community,Video,2025,2025-Q3,2025-09,2,17741,10076,124,86,9,13,10,48,28,9,8539,24,16.94
