Month,Channel,Device,Country,Year,Quarter,Month Label,Sessions,Users,New Users,Pageviews,Bounces,Session Seconds,Goal Completions,Goal Value
2025-08-01,Email,Desktop,United States,2025,2025-Q3,2025-08,15178,12407,2659,44640,5009,3115546,895,85980.1
2025-08-01,Email,Desktop,United Kingdom,2025,2025-Q3,2025-08,5156,4232,910,14942,1698,1048576,300,28478.58
2025-08-01,Email,Desktop,Germany,2025,2025-Q3,2025-08,3462,2832,612,10257,1144,708050,204,19483.89
2025-08-01,Email,Desktop,India,2025,2025-Q3,2025-08,4491,3685,788,13205,1470,916197,267,25373.14
2025-08-01,Email,Desktop,Australia,2025,2025-Q3,2025-08,1996,1630,345,5889,661,406709,117,11229.29
2025-08-01,Email,Desktop,Canada,2025,2025-Q3,2025-08,2744,2228,481,8055,898,562029,163,15571.57
2025-08-01,Email,Mobile,United States,2025,2025-Q3,2025-08,19029,15428,3285,45978,7090,3863452,1127,106154.29
2025-08-01,Email,Mobile,United Kingdom,2025,2025-Q3,2025-08,6341,5215,1129,15202,2370,1301018,370,35307.3
2025-08-01,Email,Mobile,Germany,2025,2025-Q3,2025-08,4199,3430,731,10081,1577,866764,251,24196.13
2025-08-01,Email,Mobile,India,2025,2025-Q3,2025-08,5442,4419,956,12997,2025,1120519,315,29395.14
2025-08-01,Email,Mobile,Australia,2025,2025-Q3,2025-08,2486,2049,440,5975,938,502194,142,13671.09
2025-08-01,Email,Mobile,Canada,2025,2025-Q3,2025-08,3449,2829,610,8291,1292,700092,202,19185.81
2025-08-01,Email,Tablet,United States,2025,2025-Q3,2025-08,3005,2440,523,8839,976,609753,179,17066.15
2025-08-01,Email,Tablet,United Kingdom,2025,2025-Q3,2025-08,1015,835,178,2982,338,210272,63,6009.92
2025-08-01,Email,Tablet,Germany,2025,2025-Q3,2025-08,668,544,117,1978,221,132665,40,3826.02
2025-08-01,Email,Tablet,India,2025,2025-Q3,2025-08,860,704,152,2520,283,178238,50,4753.75
2025-08-01,Email,Tablet,Australia,2025,2025-Q3,2025-08,390,317,69,1142,128,79883,25,2377.05
2025-08-01,Email,Tablet,Canada,2025,2025-Q3,2025-08,538,438,94,1581,177,110724,33,3131.09
2025-08-01,Display,Desktop,United States,2025,2025-Q3,2025-08,9287,7604,6029,14075,6651,499970,67,6405.19
2025-08-01,Display,Desktop,United Kingdom,2025,2025-Q3,2025-08,3086,2513,1978,4723,2220,167392,27,2602.15
2025-08-01,Display,Desktop,Germany,2025,2025-Q3,2025-08,1992,1633,1287,3038,1432,105643,11,1023.7
2025-08-01,Display,Desktop,India,2025,2025-Q3,2025-08,2641,2164,1719,4007,1892,142331,21,2023.47
2025-08-01,Display,Desktop,Australia,2025,2025-Q3,2025-08,1177,960,762,1778,844,64052,0,0
2025-08-01,Display,Desktop,Canada,2025,2025-Q3,2025-08,1631,1325,1046,2492,1165,87138,7,662.73
2025-08-01,Display,Mobile,United States,2025,2025-Q3,2025-08,11324,9319,7385,14190,9367,613704,79,7568.19
2025-08-01,Display,Mobile,United Kingdom,2025,2025-Q3,2025-08,3773,3073,2453,4619,3044,205247,28,2621.77
2025-08-01,Display,Mobile,Germany,2025,2025-Q3,2025-08,2487,2045,1612,3093,2040,133698,18,1690.76
2025-08-01,Display,Mobile,India,2025,2025-Q3,2025-08,3240,2641,2096,4068,2654,173845,28,2722.83
2025-08-01,Display,Mobile,Australia,2025,2025-Q3,2025-08,1445,1192,942,1771,1192,77291,4,387.93
2025-08-01,Display,Mobile,Canada,2025,2025-Q3,2025-08,2046,1663,1304,2579,1672,109346,14,1296.79
2025-08-01,Display,Tablet,United States,2025,2025-Q3,2025-08,1796,1460,1151,2772,1289,95178,8,753.24
2025-08-01,Display,Tablet,United Kingdom,2025,2025-Q3,2025-08,597,489,392,897,425,32719,0,0
2025-08-01,Display,Tablet,Germany,2025,2025-Q3,2025-08,396,325,261,602,282,21669,0,0
2025-08-01,Display,Tablet,India,2025,2025-Q3,2025-08,513,417,334,774,360,27414,0,0
2025-08-01,Display,Tablet,Australia,2025,2025-Q3,2025-08,230,188,150,346,160,12390,0,0
2025-08-01,Display,Tablet,Canada,2025,2025-Q3,2025-08,315,257,200,483,230,16840,0,0
2025-09-01,Organic Search,Desktop,United States,2025,2025-Q3,2025-09,83506,68273,41058,262770,33977,14896723,2617,249372.21
2025-09-01,Organic Search,Desktop,United Kingdom,2025,2025-Q3,2025-09,28193,23025,13933,89324,11452,5080008,902,86415.08
2025-09-01,Organic Search,Desktop,Germany,2025,2025-Q3,2025-09,18159,14889,9015,56478,7477,3312543,569,54050.88
2025-09-01,Organic Search,Desktop,India,2025,2025-Q3,2025-09,23875,19346,11732,75628,9764,4328170,755,71683.69
2025-09-01,Organic Search,Desktop,Australia,2025,2025-Q3,2025-09,10761,8837,5366,33532,4356,1971457,340,32184.63
2025-09-01,Organic Search,Desktop,Canada,2025,2025-Q3,2025-09,15059,12364,7480,47594,6206,2742625,471,45110.44
2025-09-01,Organic Search,Mobile,United States,2025,2025-Q3,2025-09,102809,84563,51271,263446,48045,18783565,3170,304223
2025-09-01,Organic Search,Mobile,United Kingdom,2025,2025-Q3,2025-09,35008,28488,17087,91312,16414,6352500,1114,106563.98
2025-09-01,Organic Search,Mobile,Germany,2025,2025-Q3,2025-09,22827,18793,11330,59333,10678,4086315,721,68059.59
2025-09-01,Organic Search,Mobile,India,2025,2025-Q3,2025-09,30296,24737,14810,78744,14153,5380020,962,92364.14
2025-09-01,Organic Search,Mobile,Australia,2025,2025-Q3,2025-09,13422,10993,6697,34496,6190,2450595,421,39500.12
2025-09-01,Organic Search,Mobile,Canada,2025,2025-Q3,2025-09,18686,15197,9172,47840,8683,3438593,575,54704.19
2025-09-01,Organic Search,Tablet,United States,2025,2025-Q3,2025-09,16099,13282,8068,49803,6645,2950695,504,48133.96
2025-09-01,Organic Search,Tablet,United Kingdom,2025,2025-Q3,2025-09,5453,4455,2685,16920,2222,972937,171,16311.05
2025-09-01,Organic Search,Tablet,Germany,2025,2025-Q3,2025-09,3490,2864,1743,10830,1427,645947,112,10626.21
2025-09-01,Organic Search,Tablet,India,2025,2025-Q3,2025-09,4756,3883,2327,15029,1949,851597,152,14630.42
2025-09-01,Organic Search,Tablet,Australia,2025,2025-Q3,2025-09,2072,1701,1035,6536,850,376512,65,6202.73
2025-09-01,Organic Search,Tablet,Canada,2025,2025-Q3,2025-09,2967,2428,1460,9240,1220,532066,91,8790.23
2025-09-01,Paid Search,Desktop,United States,2025,2025-Q3,2025-09,32707,26822,18726,76067,15796,4625952,1384,131609.8
2025-09-01,Paid Search,Desktop,United Kingdom,2025,2025-Q3,2025-09,11456,9333,6488,26605,5445,1605556,487,46323.54
2025-09-01,Paid Search,Desktop,Germany,2025,2025-Q3,2025-09,7356,6004,4176,17018,3491,1062837,313,29479.42
2025-09-01,Paid Search,Desktop,India,2025,2025-Q3,2025-09,9661,7906,5462,22552,4643,1339365,402,38357.27
2025-09-01,Paid Search,Desktop,Australia,2025,2025-Q3,2025-09,4283,3514,2449,9905,2058,602042,180,17290.26
2025-09-01,Paid Search,Desktop,Canada,2025,2025-Q3,2025-09,6017,4912,3399,13917,2890,851365,248,23668.35
2025-09-01,Paid Search,Mobile,United States,2025,2025-Q3,2025-09,41826,34192,23497,79732,22725,5836142,1805,170657.4
2025-09-01,Paid Search,Mobile,United Kingdom,2025,2025-Q3,2025-09,14378,11792,8100,27654,7892,2000750,606,57962.78
2025-09-01,Paid Search,Mobile,Germany,2025,2025-Q3,2025-09,9092,7405,5170,17349,4911,1284175,388,36747.98
2025-09-01,Paid Search,Mobile,India,2025,2025-Q3,2025-09,12319,10063,7033,23424,6695,1751287,519,49085.39
2025-09-01,Paid Search,Mobile,Australia,2025,2025-Q3,2025-09,5402,4373,3042,10356,2920,758926,230,21786.13
2025-09-01,Paid Search,Mobile,Canada,2025,2025-Q3,2025-09,7448,6145,4275,14114,4072,1048136,311,29861.8
2025-09-01,Paid Search,Tablet,United States,2025,2025-Q3,2025-09,6516,5315,3707,15077,3122,922049,274,25793.53
2025-09-01,Paid Search,Tablet,United Kingdom,2025,2025-Q3,2025-09,2251,1850,1276,5288,1092,311630,97,9336.75
2025-09-01,Paid Search,Tablet,Germany,2025,2025-Q3,2025-09,1441,1177,811,3349,684,201863,61,5817.77
2025-09-01,Paid Search,Tablet,India,2025,2025-Q3,2025-09,1899,1552,1068,4393,922,268123,80,7674.34
2025-09-01,Paid Search,Tablet,Australia,2025,2025-Q3,2025-09,848,688,481,1983,400,120672,36,3454.95
2025-09-01,Paid Search,Tablet,Canada,2025,2025-Q3,2025-09,1175,962,670,2731,569,167201,51,4857.62
2025-09-01,Direct,Desktop,United States,2025,2025-Q3,2025-09,41313,33666,11262,150747,14676,9324868,1589,149212.4
2025-09-01,Direct,Desktop,United Kingdom,2025,2025-Q3,2025-09,14272,11778,3904,51703,5157,3195276,536,51159.9
2025-09-01,Direct,Desktop,Germany,2025,2025-Q3,2025-09,9078,7461,2480,32878,3267,1990638,345,32804.13
2025-09-01,Direct,Desktop,India,2025,2025-Q3,2025-09,11811,9696,3223,42678,4255,2652922,448,43016.18
2025-09-01,Direct,Desktop,Australia,2025,2025-Q3,2025-09,5442,4451,1475,19904,1949,1200349,210,20068.82
2025-09-01,Direct,Desktop,Canada,2025,2025-Q3,2025-09,7477,6102,2022,27421,2687,1676920,293,27830.39
2025-09-01,Direct,Mobile,United States,2025,2025-Q3,2025-09,51899,42468,14286,156528,21186,11607679,2016,192786.23
2025-09-01,Direct,Mobile,United Kingdom,2025,2025-Q3,2025-09,17642,14355,4779,51720,7204,3980389,668,63788.89
2025-09-01,Direct,Mobile,Germany,2025,2025-Q3,2025-09,11292,9145,3048,34104,4617,2518977,438,41508.35
2025-09-01,Direct,Mobile,India,2025,2025-Q3,2025-09,14612,12029,4014,43076,5972,3323236,558,53492.78
2025-09-01,Direct,Mobile,Australia,2025,2025-Q3,2025-09,6727,5536,1832,20075,2781,1498454,256,24591.79
2025-09-01,Direct,Mobile,Canada,2025,2025-Q3,2025-09,9084,7402,2476,26903,3719,2040647,344,32391.06
2025-09-01,Direct,Tablet,United States,2025,2025-Q3,2025-09,7987,6478,2138,29330,2868,1806430,314,29973.1
2025-09-01,Direct,Tablet,United Kingdom,2025,2025-Q3,2025-09,2744,2259,749,9914,989,604687,103,9860.04
2025-09-01,Direct,Tablet,Germany,2025,2025-Q3,2025-09,1810,1474,489,6654,650,403169,70,6705.55
2025-09-01,Direct,Tablet,India,2025,2025-Q3,2025-09,2346,1913,633,8503,839,522049,90,8501.53
2025-09-01,Direct,Tablet,Australia,2025,2025-Q3,2025-09,1057,863,287,3902,378,230049,40,3827.84
2025-09-01,Direct,Tablet,Canada,2025,2025-Q3,2025-09,1441,1179,392,5193,518,330556,56,5289.77
2025-09-01,Social,Desktop,United States,2025,2025-Q3,2025-09,22800,18622,14151,41362,15018,1704478,254,24368.55
2025-09-01,Social,Desktop,United Kingdom,2025,2025-Q3,2025-09,7688,6347,4862,13867,5077,586091,86,8208.98
2025-09-01,Social,Desktop,Germany,2025,2025-Q3,2025-09,5130,4196,3167,9353,3386,384227,57,5490.9
2025-09-01,Social,Desktop,India,2025,2025-Q3,2025-09,6815,5562,4235,12563,4454,513326,77,7258.31
2025-09-01,Social,Desktop,Australia,2025,2025-Q3,2025-09,3013,2468,1859,5551,1978,221568,35,3391.45
2025-09-01,Social,Desktop,Canada,2025,2025-Q3,2025-09,4191,3429,2627,7641,2748,317503,46,4337.25
2025-09-01,Social,Mobile,United States,2025,2025-Q3,2025-09,29047,23648,18065,43497,21538,2204041,326,30823.25
2025-09-01,Social,Mobile,United Kingdom,2025,2025-Q3,2025-09,9653,7904,6053,14277,7253,743997,109,10346.35
2025-09-01,Social,Mobile,Germany,2025,2025-Q3,2025-09,6258,5135,3884,9353,4735,465249,70,6748.81
2025-09-01,Social,Mobile,India,2025,2025-Q3,2025-09,8173,6681,5130,12091,6102,631649,89,8391.2
2025-09-01,Social,Mobile,Australia,2025,2025-Q3,2025-09,3740,3055,2300,5615,2840,282219,43,4097.2
2025-09-01,Social,Mobile,Canada,2025,2025-Q3,2025-09,5268,4306,3281,8027,3961,398056,59,5632.63
2025-09-01,Social,Tablet,United States,2025,2025-Q3,2025-09,4568,3734,2850,8392,2997,343220,52,4899.7
2025-09-01,Social,Tablet,United Kingdom,2025,2025-Q3,2025-09,1512,1236,946,2737,991,117749,18,1693.51
2025-09-01,Social,Tablet,Germany,2025,2025-Q3,2025-09,1010,829,631,1865,668,74479,7,677.5
2025-09-01,Social,Tablet,India,2025,2025-Q3,2025-09,1294,1065,821,2353,855,100281,12,1104.32
2025-09-01,Social,Tablet,Australia,2025,2025-Q3,2025-09,590,486,370,1074,389,44445,0,0
2025-09-01,Social,Tablet,Canada,2025,2025-Q3,2025-09,806,654,504,1467,520,61756,0,0
2025-09-01,Referral,Desktop,United States,2025,2025-Q3,2025-09,10286,8415,5387,27006,5349,1630314,193,18341.49
2025-09-01,Referral,Desktop,United Kingdom,2025,2025-Q3,2025-09,3468,2816,1816,9182,1774,541043,67,6411.83
2025-09-01,Referral,Desktop,Germany,2025,2025-Q3,2025-09,2293,1889,1207,6110,1197,357021,44,4186.53
2025-09-01,Referral,Desktop,India,2025,2025-Q3,2025-09,2926,2377,1528,7764,1512,460246,59,5625.19
2025-09-01,Referral,Desktop,Australia,2025,2025-Q3,2025-09,1329,1091,711,3478,690,211077,28,2649.32
2025-09-01,Referral,Desktop,Canada,2025,2025-Q3,2025-09,1856,1500,969,4897,951,298112,39,3728.87
2025-09-01,Referral,Mobile,United States,2025,2025-Q3,2025-09,12632,10421,6681,27332,7537,1979477,245,23719.65
2025-09-01,Referral,Mobile,United Kingdom,2025,2025-Q3,2025-09,4285,3498,2264,9145,2521,687951,81,7549.27
2025-09-01,Referral,Mobile,Germany,2025,2025-Q3,2025-09,2785,2289,1471,6040,1662,438212,52,5005.36
2025-09-01,Referral,Mobile,India,2025,2025-Q3,2025-09,3738,3053,1959,8131,2196,579602,75,7147.51
2025-09-01,Referral,Mobile,Australia,2025,2025-Q3,2025-09,1653,1360,873,3495,987,261089,33,3164.53
2025-09-01,Referral,Mobile,Canada,2025,2025-Q3,2025-09,2293,1868,1203,4994,1350,354075,43,4096.81
2025-09-01,Referral,Tablet,United States,2025,2025-Q3,2025-09,2011,1637,1050,5307,1040,309392,40,3827.18
2025-09-01,Referral,Tablet,United Kingdom,2025,2025-Q3,2025-09,669,546,354,1762,346,106821,9,842.09
2025-09-01,Referral,Tablet,Germany,2025,2025-Q3,2025-09,436,356,230,1147,225,69209,0,0
2025-09-01,Referral,Tablet,India,2025,2025-Q3,2025-09,582,471,306,1535,299,91774,5,486.83
2025-09-01,Referral,Tablet,Australia,2025,2025-Q3,2025-09,258,214,137,673,134,40548,0,0
2025-09-01,Referral,Tablet,Canada,2025,2025-Q3,2025-09,363,298,192,961,187,56551,0,0
2025-09-01,Email,Desktop,United States,2025,2025-Q3,2025-09,14089,11534,2450,41403,4659,2803227,825,78815.37
2025-09-01,Email,Desktop,United Kingdom,2025,2025-Q3,2025-09,4797,3909,838,14226,1579,967507,284,27129.97
2025-09-01,Email,Desktop,Germany,2025,2025-Q3,2025-09,3035,2472,532,8772,1001,633179,181,17179.93
2025-09-01,Email,Desktop,India,2025,2025-Q3,2025-09,4103,3337,720,12172,1343,848258,243,22950.51
2025-09-01,Email,Desktop,Australia,2025,2025-Q3,2025-09,1805,1475,320,5264,590,374708,104,9834.93
2025-09-01,Email,Desktop,Canada,2025,2025-Q3,2025-09,2543,2101,450,7488,848,515915,149,14289.92
2025-09-01,Email,Mobile,United States,2025,2025-Q3,2025-09,17385,14285,3077,41823,6543,3552527,1008,96860.03
2025-09-01,Email,Mobile,United Kingdom,2025,2025-Q3,2025-09,6017,4907,1056,14713,2256,1227739,363,34774.74
2025-09-01,Email,Mobile,Germany,2025,2025-Q3,2025-09,3849,3173,680,9087,1454,775841,220,20798.65
2025-09-01,Email,Mobile,India,2025,2025-Q3,2025-09,5154,4211,907,12634,1941,1029700,305,29346.46
2025-09-01,Email,Mobile,Australia,2025,2025-Q3,2025-09,2271,1856,403,5427,844,474814,131,12404.47
2025-09-01,Email,Mobile,Canada,2025,2025-Q3,2025-09,3165,2576,547,7649,1193,641868,186,17749.34
2025-09-01,Email,Tablet,United States,2025,2025-Q3,2025-09,2752,2278,490,8081,916,567232,160,15318.07
2025-09-01,Email,Tablet,United Kingdom,2025,2025-Q3,2025-09,921,743,160,2699,298,185219,55,5182.55
2025-09-01,Email,Tablet,Germany,2025,2025-Q3,2025-09,604,499,106,1766,197,123257,36,3466.43
2025-09-01,Email,Tablet,India,2025,2025-Q3,2025-09,795,647,137,2344,263,163095,46,4399.35
2025-09-01,Email,Tablet,Australia,2025,2025-Q3,2025-09,351,286,59,1014,112,71829,25,2393.75
2025-09-01,Email,Tablet,Canada,2025,2025-Q3,2025-09,501,412,88,1456,165,101725,31,3004.56
2025-09-01,Display,Desktop,United States,2025,2025-Q3,2025-09,8195,6719,5354,12393,5913,450616,60,5706.96
2025-09-01,Display,Desktop,United Kingdom,2025,2025-Q3,2025-09,2844,2310,1830,4325,2016,153394,21,1954.43
2025-09-01,Display,Desktop,Germany,2025,2025-Q3,2025-09,1808,1474,1176,2752,1292,98452,10,932.96
2025-09-01,Display,Desktop,India,2025,2025-Q3,2025-09,2400,1967,1546,3619,1735,128880,17,1619.69
2025-09-01,Display,Desktop,Australia,2025,2025-Q3,2025-09,1048,864,691,1586,752,57500,0,0
2025-09-01,Display,Desktop,Canada,2025,2025-Q3,2025-09,1500,1232,972,2250,1086,80830,3,288.65
2025-09-01,Display,Mobile,United States,2025,2025-Q3,2025-09,10182,8376,6591,12455,8356,538510,73,6939.54
2025-09-01,Display,Mobile,United Kingdom,2025,2025-Q3,2025-09,3575,2939,2309,4497,2931,190766,27,2565.14
2025-09-01,Display,Mobile,Germany,2025,2025-Q3,2025-09,2231,1809,1447,2784,1823,123360,16,1473.94
2025-09-01,Display,Mobile,India,2025,2025-Q3,2025-09,3058,2502,1966,3795,2489,161152,25,2374.86
2025-09-01,Display,Mobile,Australia,2025,2025-Q3,2025-09,1341,1087,862,1667,1090,71920,2,195.77
2025-09-01,Display,Mobile,Canada,2025,2025-Q3,2025-09,1840,1516,1197,2270,1514,98345,10,932.28
2025-09-01,Display,Tablet,United States,2025,2025-Q3,2025-09,1611,1323,1043,2433,1160,87458,6,571.86
2025-09-01,Display,Tablet,United Kingdom,2025,2025-Q3,2025-09,558,457,362,862,405,30006,0,0
2025-09-01,Display,Tablet,Germany,2025,2025-Q3,2025-09,350,285,225,521,247,18902,0,0
2025-09-01,Display,Tablet,India,2025,2025-Q3,2025-09,473,389,305,710,342,25542,0,0
2025-09-01,Display,Tablet,Australia,2025,2025-Q3,2025-09,207,163,126,315,148,11226,0,0
2025-09-01,Display,Tablet,Canada,2025,2025-Q3,2025-09,289,240,185,442,209,15326,0,0
2025-10-01,Organic Search,Desktop,United States,2025,2025-Q4,2025-10,78175,63706,39038,244442,31594,14587625,2462,232133.33
2025-10-01,Organic Search,Desktop,United Kingdom,2025,2025-Q4,2025-10,27129,22207,13318,85763,11218,4862942,842,80619.52
2025-10-01,Organic Search,Desktop,Germany,2025,2025-Q4,2025-10,17271,14213,8679,54351,7137,3108327,543,52199.1
2025-10-01,Organic Search,Desktop,India,2025,2025-Q4,2025-10,22603,18599,11226,69186,9281,4103481,697,66429.6
2025-10-01,Organic Search,Desktop,Australia,2025,2025-Q4,2025-10,10491,8580,5185,33351,4279,1910064,329,31182.19
2025-10-01,Organic Search,Desktop,Canada,2025,2025-Q4,2025-10,14294,11662,7008,45281,5797,2564479,457,43415.8
2025-10-01,Organic Search,Mobile,United States,2025,2025-Q4,2025-10,96946,79227,48341,248447,45098,17983557,3058,292464.65
2025-10-01,Organic Search,Mobile,United Kingdom,2025,2025-Q4,2025-10,33375,27184,16617,85644,15429,6145920,1036,98190.79
2025-10-01,Organic Search,Mobile,Germany,2025,2025-Q4,2025-10,21572,17533,10649,55276,9945,3913563,687,65516.63
2025-10-01,Organic Search,Mobile,India,2025,2025-Q4,2025-10,28020,23095,13940,71557,13130,5080036,879,84185.85
2025-10-01,Organic Search,Mobile,Australia,2025,2025-Q4,2025-10,12572,10330,6259,32441,5915,2267145,393,38095
2025-10-01,Organic Search,Mobile,Canada,2025,2025-Q4,2025-10,17544,14336,8688,44557,8132,3210689,549,51712.14
2025-10-01,Organic Search,Tablet,United States,2025,2025-Q4,2025-10,15371,12538,7593,48059,6234,2778772,491,47136.74
2025-10-01,Organic Search,Tablet,United Kingdom,2025,2025-Q4,2025-10,5168,4249,2570,16037,2131,940520,159,15204
2025-10-01,Organic Search,Tablet,Germany,2025,2025-Q4,2025-10,3368,2726,1658,10665,1367,604708,106,10087.38
2025-10-01,Organic Search,Tablet,India,2025,2025-Q4,2025-10,4474,3668,2230,14129,1828,818315,142,13315.78
2025-10-01,Organic Search,Tablet,Australia,2025,2025-Q4,2025-10,2013,1641,978,6379,822,357855,62,5954.38
2025-10-01,Organic Search,Tablet,Canada,2025,2025-Q4,2025-10,2744,2248,1367,8553,1130,499353,84,7922.91
2025-10-01,Paid Search,Desktop,United States,2025,2025-Q4,2025-10,31701,26054,18070,73434,15219,4366065,1350,129720.17
2025-10-01,Paid Search,Desktop,United Kingdom,2025,2025-Q4,2025-10,10650,8807,6125,24217,5150,1517883,448,43010.57
2025-10-01,Paid Search,Desktop,Germany,2025,2025-Q4,2025-10,7059,5748,3977,16619,3371,980750,302,28778.1
2025-10-01,Paid Search,Desktop,India,2025,2025-Q4,2025-10,9403,7717,5385,22312,4472,1307035,409,38851.28
2025-10-01,Paid Search,Desktop,Australia,2025,2025-Q4,2025-10,4217,3452,2365,9781,2024,582507,182,17513.65
2025-10-01,Paid Search,Desktop,Canada,2025,2025-Q4,2025-10,5667,4642,3244,13178,2731,802574,241,23055.86
2025-10-01,Paid Search,Mobile,United States,2025,2025-Q4,2025-10,39661,32273,22447,76182,21553,5550419,1696,159803.78
2025-10-01,Paid Search,Mobile,United Kingdom,2025,2025-Q4,2025-10,13198,10894,7578,25259,7195,1855019,563,54000.48
2025-10-01,Paid Search,Mobile,Germany,2025,2025-Q4,2025-10,8675,7161,4968,16421,4778,1209374,370,35857.48
2025-10-01,Paid Search,Mobile,India,2025,2025-Q4,2025-10,11212,9113,6334,21097,6133,1592515,473,44592.94
2025-10-01,Paid Search,Mobile,Australia,2025,2025-Q4,2025-10,5189,4233,2933,9911,2821,721584,221,21191.23
2025-10-01,Paid Search,Mobile,Canada,2025,2025-Q4,2025-10,7135,5831,4045,13840,3900,1007845,310,29695.12
2025-10-01,Paid Search,Tablet,United States,2025,2025-Q4,2025-10,6236,5086,3542,14616,2981,862786,265,25328.96
2025-10-01,Paid Search,Tablet,United Kingdom,2025,2025-Q4,2025-10,2114,1724,1196,4894,1004,299988,90,8454.61
2025-10-01,Paid Search,Tablet,Germany,2025,2025-Q4,2025-10,1387,1134,779,3286,669,191281,58,5561.86
2025-10-01,Paid Search,Tablet,India,2025,2025-Q4,2025-10,1767,1446,1008,4085,842,247922,76,7183.69
2025-10-01,Paid Search,Tablet,Australia,2025,2025-Q4,2025-10,819,676,472,1918,397,116069,35,3370.01
2025-10-01,Paid Search,Tablet,Canada,2025,2025-Q4,2025-10,1113,902,629,2586,521,158598,48,4475.07
2025-10-01,Direct,Desktop,United States,2025,2025-Q4,2025-10,40149,32880,10879,147993,14370,8846059,1546,147851.15
2025-10-01,Direct,Desktop,United Kingdom,2025,2025-Q4,2025-10,13659,11127,3682,50152,4858,3003681,537,50908.56
2025-10-01,Direct,Desktop,Germany,2025,2025-Q4,2025-10,8734,7141,2349,32045,3168,1917302,336,32341.95
2025-10-01,Direct,Desktop,India,2025,2025-Q4,2025-10,11327,9273,3099,40750,4051,2553072,437,41757.65
2025-10-01,Direct,Desktop,Australia,2025,2025-Q4,2025-10,5051,4111,1380,18267,1805,1158851,192,18143.35
2025-10-01,Direct,Desktop,Canada,2025,2025-Q4,2025-10,7112,5776,1926,26127,2516,1563709,273,25825.14
2025-10-01,Direct,Mobile,United States,2025,2025-Q4,2025-10,48152,39566,13044,142328,20062,10699161,1848,179429.18
2025-10-01,Direct,Mobile,United Kingdom,2025,2025-Q4,2025-10,16504,13468,4502,49158,6760,3721443,632,59374.57
2025-10-01,Direct,Mobile,Germany,2025,2025-Q4,2025-10,10905,8908,2957,32813,4474,2448628,415,39807.12
2025-10-01,Direct,Mobile,India,2025,2025-Q4,2025-10,14613,12001,3975,44586,5983,3230207,575,54692.9
2025-10-01,Direct,Mobile,Australia,2025,2025-Q4,2025-10,6313,5184,1715,18529,2601,1409146,238,22832.42
2025-10-01,Direct,Mobile,Canada,2025,2025-Q4,2025-10,8843,7256,2421,26382,3617,1948018,342,32808.77
2025-10-01,Direct,Tablet,United States,2025,2025-Q4,2025-10,7804,6386,2093,28687,2796,1685169,300,28557.87
2025-10-01,Direct,Tablet,United Kingdom,2025,2025-Q4,2025-10,2606,2129,715,9473,931,579895,102,9728.98
2025-10-01,Direct,Tablet,Germany,2025,2025-Q4,2025-10,1682,1382,459,6072,609,378119,64,6144.02
2025-10-01,Direct,Tablet,India,2025,2025-Q4,2025-10,2210,1790,602,8113,785,500101,84,7892.95
2025-10-01,Direct,Tablet,Australia,2025,2025-Q4,2025-10,1006,830,275,3602,363,225662,39,3732.85
2025-10-01,Direct,Tablet,Canada,2025,2025-Q4,2025-10,1392,1146,380,5152,503,307119,54,5175.99
2025-10-01,Social,Desktop,United States,2025,2025-Q4,2025-10,22301,18325,13866,40947,14742,1654356,253,24367.61
2025-10-01,Social,Desktop,United Kingdom,2025,2025-Q4,2025-10,7415,6042,4610,13509,4871,567640,82,7813.47
2025-10-01,Social,Desktop,Germany,2025,2025-Q4,2025-10,4812,3910,3001,8683,3132,367767,54,5066.83
2025-10-01,Social,Desktop,India,2025,2025-Q4,2025-10,6396,5199,3968,11719,4187,480456,72,6841.18
2025-10-01,Social,Desktop,Australia,2025,2025-Q4,2025-10,2878,2360,1788,5255,1894,218112,32,3039.64
2025-10-01,Social,Desktop,Canada,2025,2025-Q4,2025-10,3926,3248,2471,7155,2625,298424,42,4032.87
2025-10-01,Social,Mobile,United States,2025,2025-Q4,2025-10,27635,22689,17359,41426,20791,2128047,305,29124.37
2025-10-01,Social,Mobile,United Kingdom,2025,2025-Q4,2025-10,9475,7719,5868,14424,7101,710710,109,10456.41
2025-10-01,Social,Mobile,Germany,2025,2025-Q4,2025-10,6022,4975,3798,8919,4560,456237,66,6317.93
2025-10-01,Social,Mobile,India,2025,2025-Q4,2025-10,7934,6493,4935,11919,5978,592873,88,8470.17
2025-10-01,Social,Mobile,Australia,2025,2025-Q4,2025-10,3541,2900,2243,5305,2632,275690,40,3778.73
2025-10-01,Social,Mobile,Canada,2025,2025-Q4,2025-10,4979,4067,3053,7411,3713,369102,55,5302.52
2025-10-01,Social,Tablet,United States,2025,2025-Q4,2025-10,4210,3475,2667,7544,2791,320675,44,4240.16
2025-10-01,Social,Tablet,United Kingdom,2025,2025-Q4,2025-10,1467,1187,906,2667,948,111208,17,1546.4
2025-10-01,Social,Tablet,Germany,2025,2025-Q4,2025-10,938,767,585,1682,619,71514,1,99.66
2025-10-01,Social,Tablet,India,2025,2025-Q4,2025-10,1256,1031,779,2304,823,92824,12,1126.17
2025-10-01,Social,Tablet,Australia,2025,2025-Q4,2025-10,542,447,342,971,358,41720,0,0
2025-10-01,Social,Tablet,Canada,2025,2025-Q4,2025-10,777,631,480,1412,514,57985,0,0
2025-10-01,Referral,Desktop,United States,2025,2025-Q4,2025-10,9527,7742,5033,24808,4916,1536424,182,17213.86
